Table S6: Differential expression test results for the identification of tissue-enriched genes. ,,,,,,,,
gene_id,symbol,max.tissue,max.tissue.expr,tissue.2,tissue.2.expr,ratio,pval,qval
WBGene00005056,sra-30,Glia,3.30,Hypodermis,1.80,1.18,0.637728258206408,0.827603229078647
WBGene00009903,F49E12.10,Intestine,1.77,Neurons,0.62,1.09,0.637981220317925,0.827603229078647
WBGene00010654,K08C9.7,Intestine,1.75,Neurons,0.62,1.08,0.637981220317912,0.827603229078647
WBGene00020531,T15B12.2,Glia,1.97,Body_wall_muscle,1.12,0.93,0.637946320853004,0.827603229078647
WBGene00016414,C34F11.2,Pharynx,1.70,Hypodermis,1.27,0.75,0.637608493555246,0.827603229078647
WBGene00016410,C34E10.9,Neurons,1.12,Gonad,0.61,0.70,0.63816061858733,0.827603229078647
WBGene00016222,C29F9.8,Body_wall_muscle,1.19,Glia,1.06,0.58,0.637946319547029,0.827603229078647
WBGene00003937,pax-1,Pharynx,0.92,Hypodermis,0.70,0.54,0.638044887033924,0.827603229078647
WBGene00022156,Y71G12B.18,Neurons,0.67,Gonad,0.35,0.50,0.63736704206851,0.827603229078647
WBGene00001979,hmp-2,Gonad,34.74,Intestine,28.55,1.18,0.638296685211657,0.827613669305712
WBGene00012696,reps-1,Gonad,13.90,Glia,13.00,0.99,0.638275208519008,0.827613669305712
WBGene00012710,Y39C12A.9,Neurons,3.32,Glia,2.65,0.91,0.638249329435081,0.827613669305712
WBGene00009650,ccnk-1,Gonad,33.36,Glia,19.00,1.67,0.638658401997011,0.827976750248235
WBGene00009585,cal-7,Pharynx,6.75,Hypodermis,5.88,0.98,0.639135617271481,0.82848945502687
WBGene00013261,sinh-1,Gonad,50.24,Intestine,36.04,1.36,0.639251663508096,0.828586896283178
WBGene00255594,Y48G1BL.8,Gonad,1.61,Hypodermis,0.35,1.19,0.639308528243278,0.828607619950095
WBGene00011383,T02E9.5,Neurons,365.47,Pharynx,352.98,1.03,0.639523688706389,0.828833494902321
WBGene00003698,nhr-108,Intestine,7.57,Glia,2.72,2.04,0.639719972482745,0.828879293483473
WBGene00010481,K01G5.10,Neurons,20.53,Glia,18.36,1.06,0.639722586283308,0.828879293483473
WBGene00017308,F09F9.3,Neurons,3.64,Glia,2.69,0.99,0.639707769368221,0.828879293483473
WBGene00001577,gem-4,Intestine,31.60,Neurons,10.25,2.81,0.639842315360717,0.828928457511159
WBGene00009673,F43G9.13,Gonad,13.64,Pharynx,8.88,1.38,0.639810090222402,0.828928457511159
WBGene00016996,D1005.2,Neurons,6.86,Intestine,5.47,1.06,0.639925775008793,0.828931672977872
WBGene00017178,atg-16.1,Glia,21.80,Intestine,20.14,1.03,0.639926582330951,0.828931672977872
WBGene00010709,nol-9,Gonad,55.06,Glia,23.19,2.28,0.64000339553328,0.82897820005464
WBGene00006882,vab-19,Intestine,100.68,Hypodermis,62.13,1.59,0.640098422751019,0.829048311774704
WBGene00044445,C02F5.14,Hypodermis,15.05,Glia,9.28,1.46,0.640203797431629,0.829131815597786
WBGene00023515,srz-97,Hypodermis,1.80,Neurons,0.96,0.92,0.640570935678257,0.829493360869734
WBGene00013325,Y57G11C.36,Gonad,62.11,Glia,45.26,1.34,0.640687811118093,0.829546667039785
WBGene00001921,his-47,Glia,3.22,Hypodermis,1.89,1.11,0.64125134837094,0.830223291998935
WBGene00014096,ZK829.7,Gonad,142.16,Body_wall_muscle,136.63,1.03,0.641635906697674,0.830668122663721
WBGene00005268,srh-45,Neurons,1.76,Pharynx,0.98,0.89,0.641885388194568,0.830884974718524
WBGene00043297,F28F5.4,Neurons,1.76,Pharynx,1.09,0.85,0.64188536719344,0.830884974718524
WBGene00018235,F40E12.2,Pharynx,4.82,Glia,1.55,1.89,0.642003185354147,0.830931335098577
WBGene00011991,T24D5.3,Pharynx,5.10,Glia,2.28,1.56,0.642003185354059,0.830931335098577
WBGene00009205,F28C6.5,Hypodermis,18.54,Neurons,15.70,1.11,0.642646634852556,0.831657937633821
WBGene00011221,R10E12.2,Pharynx,209.43,Glia,191.93,1.09,0.642644600553428,0.831657937633821
WBGene00001358,evl-20,Gonad,18.48,Neurons,9.04,1.84,0.642966082074457,0.832018222134141
WBGene00017880,F28A12.3,Neurons,13.42,Glia,8.46,1.42,0.643169964792699,0.832175806236855
WBGene00011231,R11A5.3,Neurons,43.78,Glia,34.39,1.24,0.643136791003544,0.832175806236855
WBGene00003925,pas-4,Gonad,80.17,Glia,58.36,1.35,0.643396520984318,0.832415807816768
WBGene00010640,K07F5.16,Neurons,15.43,Glia,11.77,1.21,0.644032808956242,0.833182791842114
WBGene00012576,Y37H9A.1,Intestine,30.29,Gonad,28.33,1.03,0.644071547933794,0.833182791842114
WBGene00010880,M05D6.8,Body_wall_muscle,10.98,Pharynx,6.81,1.41,0.644128559930027,0.833203371727496
WBGene00007601,C15C6.2,Gonad,1.15,Hypodermis,0.17,0.98,0.644234706235005,0.833287501919972
WBGene00013041,pstk-1,Gonad,5.82,Intestine,2.77,1.55,0.644291516862522,0.833307812053862
WBGene00006406,srgp-1,Gonad,379.33,Pharynx,295.60,1.28,0.644750706236074,0.833848511299697
WBGene00010630,ttll-15,Hypodermis,4.68,Intestine,4.04,0.93,0.645031872763671,0.834158921390263
WBGene00007021,immp-1,Gonad,13.97,Hypodermis,8.88,1.41,0.645300346587202,0.834452878646924
WBGene00021759,Y50D7A.11,Gonad,40.34,Intestine,32.67,1.20,0.64567429360715,0.834883179543952
WBGene00017825,cee-1,Gonad,49.55,Glia,26.09,1.83,0.645761780841685,0.834891699249355
WBGene00013277,sre-41,Neurons,0.87,Body_wall_muscle,0.38,0.63,0.645763255514313,0.834891699249355
WBGene00010646,K08C7.1,Intestine,7.99,Body_wall_muscle,3.52,1.77,0.646062537837877,0.835172100281335
WBGene00010560,iftb-1,Gonad,154.82,Glia,119.67,1.28,0.646046606299373,0.835172100281335
WBGene00004945,sop-2,Glia,85.97,Neurons,74.90,1.13,0.646311721275022,0.835281154094101
WBGene00009147,F26C11.3,Neurons,2.32,Hypodermis,1.35,0.99,0.646282404025576,0.835281154094101
WBGene00017352,F10E7.11,Gonad,1.11,Hypodermis,0.21,0.92,0.646204587564837,0.835281154094101
WBGene00002035,hum-1,Intestine,312.78,Glia,244.31,1.28,0.646360190905847,0.835290541237563
WBGene00016926,nhr-171,Glia,7.00,Intestine,2.67,1.90,0.647046390278028,0.835319290935761
WBGene00044211,Y60A3A.25,Intestine,5.79,Hypodermis,2.33,1.74,0.646670578740732,0.835319290935761
WBGene00000758,col-185,Hypodermis,4.36,Glia,1.61,1.67,0.646861999951729,0.835319290935761
WBGene00016975,nhr-173,Intestine,180.96,Glia,108.16,1.66,0.646614410358128,0.835319290935761
WBGene00008750,F13E9.1,Gonad,127.42,Intestine,110.26,1.15,0.646822361195629,0.835319290935761
WBGene00017101,E02H9.3,Gonad,65.24,Intestine,62.05,1.03,0.647095290179466,0.835319290935761
WBGene00013308,nuo-3,Body_wall_muscle,92.91,Gonad,91.30,1.01,0.646954869866182,0.835319290935761
WBGene00008267,C53A5.9,Body_wall_muscle,1.67,Neurons,1.06,0.81,0.646617471676803,0.835319290935761
WBGene00013138,Y53C10A.10,Neurons,0.78,Intestine,0.74,0.45,0.647199377881535,0.835319290935761
WBGene00016000,C18H9.1,Intestine,0.66,Neurons,0.63,0.41,0.647206589877403,0.835319290935761
WBGene00010415,irld-39,Neurons,0.62,Intestine,0.56,0.39,0.647206589877359,0.835319290935761
WBGene00009923,F52B5.7,Neurons,20.64,Glia,15.09,1.28,0.647776724535235,0.836001908897546
WBGene00012798,Y43F4A.3,Gonad,5.23,Neurons,3.68,1.12,0.648009347213267,0.836248884476709
WBGene00018774,F53G12.9,Glia,12.74,Neurons,7.50,1.50,0.648171410267524,0.836351537716931
WBGene00016661,C45B2.6,Intestine,63.05,Neurons,49.73,1.24,0.648543829827984,0.8367788157624
WBGene00012895,cox-10,Intestine,54.35,Gonad,24.68,2.12,0.649262797565851,0.837649227128392
WBGene00004503,rpt-3,Gonad,90.88,Glia,57.44,1.56,0.649301085583761,0.837649227128392
WBGene00018075,tbc-11,Glia,59.80,Hypodermis,55.56,1.06,0.649544019943772,0.837802674235187
WBGene00006519,tag-174,Body_wall_muscle,209.76,Neurons,144.09,1.45,0.649735491881382,0.837996319649265
WBGene00016092,cyp-33B1,Intestine,6.95,Glia,3.46,1.56,0.649993599698075,0.838275878577407
WBGene00011592,T07F10.6,Pharynx,56.34,Glia,55.30,1.00,0.650157269257573,0.838399360993401
WBGene00016927,nhr-172,Hypodermis,1.55,Neurons,1.34,0.66,0.650218750485845,0.838406226773014
WBGene00044903,K03H1.13,Hypodermis,17.78,Intestine,13.65,1.21,0.65037701087819,0.83855695124741
WBGene00194908,F22F7.8,Intestine,11.63,Neurons,6.20,1.62,0.650722756366724,0.838949373167325
WBGene00003948,pbs-2,Gonad,113.14,Glia,81.39,1.37,0.651179941399895,0.839485410335619
WBGene00018131,F37A4.1,Gonad,88.16,Glia,60.60,1.43,0.651288310817314,0.839539980972311
WBGene00022678,sar-1,Glia,185.65,Pharynx,164.13,1.12,0.65130510289431,0.839539980972311
WBGene00015318,srbc-36,Intestine,0.88,Neurons,0.45,0.61,0.651736138368934,0.840042173388228
WBGene00021320,Y34B4A.4,Pharynx,67.31,Neurons,57.78,1.15,0.651783140530077,0.840049341409282
WBGene00019579,oac-57,Intestine,7.38,Neurons,3.34,1.70,0.651994077959389,0.840267782714398
WBGene00003617,nhr-18,Intestine,19.80,Pharynx,17.45,1.07,0.65215809637004,0.840425732454996
WBGene00008306,C54E10.1,Neurons,3.38,Pharynx,1.77,1.22,0.652687112974063,0.841000538208571
WBGene00008006,tag-325,Gonad,183.51,Intestine,163.48,1.12,0.652663820136531,0.841000538208571
WBGene00000199,arx-1,Intestine,124.61,Glia,121.68,1.02,0.653366523615274,0.841822462353348
WBGene00009057,cept-1,Intestine,11.04,Pharynx,6.25,1.52,0.653506554178701,0.841949368231628
WBGene00001150,ech-1.1,Intestine,8.62,Hypodermis,1.84,3.03,0.65367743048037,0.84197561840565
WBGene00011775,T14G10.5,Hypodermis,139.52,Glia,124.57,1.11,0.654179628121747,0.842441728076737
WBGene00012721,Y39E4B.13,Neurons,6.66,Glia,4.52,1.21,0.654375765772825,0.842640779315267
WBGene00219281,K10D3.8,Hypodermis,2.49,Pharynx,1.88,0.86,0.654456770910104,0.842691558350931
WBGene00020882,T28A11.20,Body_wall_muscle,4.32,Glia,2.73,1.16,0.654741587695795,0.84300474620055
WBGene00000899,daf-3,Intestine,253.42,Neurons,223.27,1.13,0.65483896558656,0.843076574874891
WBGene00016046,C24B5.4,Intestine,7.61,Neurons,1.46,3.09,0.655500755936741,0.843461765645687
WBGene00018946,F56C3.9,Body_wall_muscle,16.38,Intestine,11.06,1.36,0.655493945321129,0.843461765645687
WBGene00021379,Y37E11B.7,Hypodermis,3.76,Glia,2.15,1.20,0.655735049482553,0.843461765645687
WBGene00008272,C53B4.2,Neurons,8.59,Glia,6.34,1.17,0.65569245510971,0.843461765645687
WBGene00020299,T07A9.12,Intestine,20.38,Neurons,19.43,1.00,0.655777683094714,0.843461765645687
WBGene00009849,F48F7.3,Glia,1.38,Neurons,0.67,0.83,0.655532356024214,0.843461765645687
WBGene00018415,nhr-184,Neurons,11.80,Intestine,9.49,1.12,0.655939061388007,0.843582077997481
WBGene00009424,F35E8.13,Intestine,3.61,Neurons,0.46,2.47,0.656356145832201,0.843957845366454
WBGene00017861,F27D9.2,Intestine,18.40,Pharynx,7.40,2.19,0.656313470894349,0.843957845366454
WBGene00000851,cut-1,Neurons,1.38,Hypodermis,0.58,0.87,0.656913820678608,0.844514214091765
WBGene00044287,F21H12.7,Neurons,1.25,Hypodermis,0.65,0.76,0.656913824073749,0.844514214091765
WBGene00009466,F36D1.7,Hypodermis,1.42,Neurons,0.94,0.73,0.657187977547796,0.84478214724902
WBGene00013785,nep-23,Body_wall_muscle,0.51,Intestine,0.48,0.34,0.657205587396628,0.84478214724902
WBGene00194679,T26C11.9,Neurons,7.35,Body_wall_muscle,6.54,0.97,0.657435170919922,0.845023673179744
WBGene00018241,F40G9.5,Intestine,9.75,Hypodermis,1.73,3.57,0.657643667710997,0.845238066711237
WBGene00001958,hlh-14,Neurons,0.65,Gonad,0.20,0.54,0.657774035160963,0.845352023505222
WBGene00019613,K10B4.1,Neurons,0.86,Hypodermis,0.38,0.62,0.657901192843411,0.845461841012348
WBGene00021738,Y50D4A.4,Gonad,60.81,Intestine,45.16,1.32,0.658084500809552,0.845590194974039
WBGene00000820,csp-2,Body_wall_muscle,7.55,Pharynx,6.13,1.06,0.658055281028732,0.845590194974039
WBGene00007429,C08B6.8,Gonad,47.58,Intestine,44.45,1.05,0.65839202023019,0.84587809875055
WBGene00044586,Y61A9LA.12,Gonad,2.56,Body_wall_muscle,1.51,1.02,0.658471648141779,0.845926787469549
WBGene00016116,C25H3.7,Gonad,76.51,Body_wall_muscle,70.64,1.07,0.658834536772595,0.846285716679378
WBGene00005269,srh-46,Glia,2.88,Neurons,1.13,1.35,0.658978518520269,0.846417028825522
WBGene00000992,dhs-29,Glia,76.73,Hypodermis,70.46,1.07,0.659072406753956,0.846483986397354
WBGene00010344,F59F5.5,Neurons,24.69,Pharynx,19.14,1.23,0.659350254429853,0.846733544982423
WBGene00022695,ZK328.6,Body_wall_muscle,20.29,Pharynx,16.32,1.17,0.659310865860446,0.846733544982423
WBGene00010375,H09F14.1,Neurons,22.32,Glia,15.72,1.33,0.659694418063212,0.847121851549435
WBGene00044674,B0280.17,Gonad,0.92,Hypodermis,0.55,0.59,0.659994683833833,0.847429006783349
WBGene00015171,vang-1,Neurons,22.84,Glia,22.36,0.98,0.660111032369791,0.847495771560456
WBGene00004016,phf-5,Neurons,329.98,Intestine,327.71,1.00,0.660179299125696,0.847529738605255
WBGene00015382,C03B1.14,Intestine,9.63,Hypodermis,4.03,1.92,0.660685508053864,0.848125890302063
WBGene00021441,Y39A3CL.3,Gonad,15.00,Hypodermis,8.72,1.54,0.660845132533268,0.848277082167039
WBGene00005110,srd-32,Neurons,7.68,Glia,4.29,1.45,0.661275428317125,0.848737085978012
WBGene00019513,K08A2.4,Glia,30.68,Neurons,21.31,1.37,0.661616393395048,0.848998285149777
WBGene00022369,Y92H12BR.3,Intestine,124.97,Gonad,101.37,1.22,0.661587600878144,0.848998285149777
WBGene00013984,ZK512.4,Hypodermis,4.83,Intestine,4.59,0.87,0.661541566419846,0.848998285149777
WBGene00045500,T05E12.9,Body_wall_muscle,1.02,Gonad,0.65,0.62,0.661768880249994,0.849140205820207
WBGene00008275,nstp-1,Gonad,15.37,Body_wall_muscle,12.88,1.11,0.661899132517129,0.849253580306014
WBGene00009880,F49C12.11,Gonad,63.10,Hypodermis,40.61,1.52,0.661964961518159,0.849284287021177
WBGene00010708,phf-33,Intestine,4.56,Neurons,1.19,2.08,0.662075616227579,0.849372496459037
WBGene00000763,coq-3,Glia,62.68,Neurons,54.62,1.13,0.66222618508191,0.849511897088685
WBGene00008359,nspc-17,Hypodermis,0.95,Gonad,0.54,0.62,0.662549497009078,0.849819087186894
WBGene00043308,tmem-107,Hypodermis,0.91,Gonad,0.89,0.48,0.66254949701059,0.849819087186894
WBGene00013018,Y48G10A.1,Gonad,26.63,Neurons,15.63,1.60,0.662687832688654,0.849870802093326
WBGene00014102,best-25,Gonad,0.69,Body_wall_muscle,0.27,0.54,0.662757517610936,0.849870802093326
WBGene00003554,nas-38,Hypodermis,112.27,Glia,104.84,1.06,0.662864876981577,0.849954704364195
WBGene00003650,nhr-60,Intestine,11.61,Hypodermis,11.32,0.94,0.662960826334863,0.850023966517015
WBGene00019003,F57B10.5,Hypodermis,52.34,Pharynx,39.30,1.30,0.663018230357894,0.850043801630819
WBGene00018181,F38E1.9,Gonad,63.94,Hypodermis,51.81,1.21,0.663676738911406,0.850780444853798
WBGene00002258,lbp-6,Intestine,112.16,Hypodermis,80.75,1.37,0.664030187858281,0.8511109648615
WBGene00001338,ears-2,Gonad,142.83,Pharynx,109.96,1.29,0.664060530819865,0.8511109648615
WBGene00016587,C42C1.9,Glia,2.32,Gonad,1.66,0.87,0.664139733613997,0.851158660940085
WBGene00015018,srz-85,Neurons,3.53,Glia,2.40,1.04,0.664710321428399,0.851836068129668
WBGene00020088,R119.2,Gonad,34.57,Intestine,31.50,1.06,0.664822112372014,0.851925471894121
WBGene00012172,W01B6.5,Hypodermis,0.66,Body_wall_muscle,0.23,0.54,0.664976786840741,0.851962106313184
WBGene00195250,C13C4.8,Body_wall_muscle,0.44,Hypodermis,0.24,0.36,0.664976786842642,0.851962106313184
WBGene00185100,T12A7.9,Body_wall_muscle,0.41,Hypodermis,0.38,0.30,0.664976786838524,0.851962106313184
WBGene00019521,dmd-7,Neurons,400.65,Glia,388.10,1.03,0.665514389254691,0.852435371198144
WBGene00010444,magi-1,Glia,195.93,Neurons,177.04,1.10,0.665618788465048,0.852515224677765
WBGene00016622,mafr-1,Gonad,42.01,Glia,24.16,1.67,0.665810278254062,0.852706605413703
WBGene00012459,Y17G7B.3,Gonad,42.86,Pharynx,23.56,1.75,0.665999541140753,0.852841231741264
WBGene00012219,W03C9.1,Glia,2.82,Gonad,2.29,0.86,0.666122869697244,0.852945277723001
WBGene00010282,F58G11.4,Gonad,2.55,Hypodermis,1.88,0.89,0.666222040518452,0.853018379443504
WBGene00050880,F32H2.12,Glia,4.76,Hypodermis,4.71,0.83,0.666282949761061,0.853042485606421
WBGene00009250,F29D10.1,Intestine,3.70,Gonad,3.06,0.91,0.666353315714439,0.853078695392661
WBGene00022860,ZK1193.4,Intestine,40.89,Glia,27.25,1.45,0.666432129056821,0.853125714437059
WBGene00001995,hpl-1,Glia,7.44,Pharynx,5.39,1.16,0.666851228646358,0.853608313708659
WBGene00019519,K08B5.2,Intestine,41.92,Hypodermis,30.25,1.34,0.666990540166472,0.853732729665628
WBGene00021005,W03F11.1,Glia,8.11,Neurons,5.09,1.33,0.667108140078307,0.853829341301134
WBGene00012980,efhd-1,Body_wall_muscle,135.18,Glia,116.16,1.15,0.66742724732118,0.854183832972261
WBGene00016386,tag-272,Hypodermis,4.25,Pharynx,4.03,0.85,0.667657879586049,0.854425055371767
WBGene00010827,M02B1.2,Pharynx,37.63,Neurons,32.43,1.13,0.667776801208126,0.854523296337979
WBGene00020496,spat-3,Intestine,541.28,Glia,440.11,1.23,0.667964532071859,0.854655622649034
WBGene00007059,vps-52,Intestine,10.06,Hypodermis,8.64,1.04,0.667928546226621,0.854655622649034
WBGene00195209,C07B5.8,Pharynx,8.31,Hypodermis,7.45,0.98,0.668028590786299,0.854683638211882
WBGene00016112,C25H3.3,Gonad,11.69,Pharynx,7.48,1.38,0.668110465177105,0.854734442385933
WBGene00001527,gcs-1,Intestine,195.31,Gonad,191.01,1.02,0.668435696167048,0.855096554146298
WBGene00009412,F35E2.5,Gonad,0.72,Hypodermis,0.26,0.57,0.668492613873557,0.855115402021258
WBGene00006694,twk-44,Neurons,1.39,Hypodermis,1.13,0.65,0.669067215406364,0.855796411124584
WBGene00003107,mab-10,Glia,41.91,Pharynx,35.06,1.16,0.669141147941172,0.855836974567196
WBGene00007149,B0334.13,Hypodermis,12.12,Glia,9.22,1.19,0.669773818850746,0.856592118733342
WBGene00016826,C50E10.2,Neurons,1.06,Body_wall_muscle,0.59,0.66,0.670020748239132,0.856853863324424
WBGene00016959,C55H1.1,Glia,10.74,Intestine,7.70,1.23,0.670196991650157,0.857025184061338
WBGene00023432,K12B6.9,Intestine,5.35,Body_wall_muscle,0.95,2.74,0.670426473182259,0.857263437023374
WBGene00010493,meg-2,Body_wall_muscle,0.52,Hypodermis,0.33,0.39,0.67046788666413,0.857263437023374
WBGene00007295,C04C11.1,Neurons,4.24,Pharynx,2.25,1.30,0.670619807729063,0.857403602805162
WBGene00009851,F48F7.6,Glia,58.94,Neurons,50.17,1.15,0.670797901913708,0.857577211761654
WBGene00017644,exc-9,Glia,51.84,Neurons,45.71,1.11,0.670937416240405,0.857606793580229
WBGene00015179,B0416.3,Neurons,6.03,Glia,3.46,1.35,0.671016638668362,0.857640497001663
WBGene00006715,ubc-20,Gonad,58.34,Neurons,35.69,1.59,0.671457921342486,0.858150143486357
WBGene00018412,nhr-37,Neurons,2.85,Pharynx,1.68,1.07,0.671500053079799,0.858150143486357
WBGene00077759,irld-51,Intestine,6.51,Pharynx,3.48,1.45,0.671565777434845,0.858180033687306
WBGene00008302,C54D10.8,Glia,7.87,Pharynx,4.92,1.33,0.671662831031814,0.858249952587361
WBGene00012624,fbxa-150,Neurons,12.23,Glia,11.32,0.99,0.671764906273472,0.858326278920236
WBGene00015311,C01G5.9,Intestine,12.50,Neurons,3.84,2.58,0.672339797212626,0.859006682799517
WBGene00009000,arrd-28,Neurons,10.87,Glia,6.84,1.39,0.672597273577247,0.859227333796595
WBGene00185001,F56A8.9,Hypodermis,20.71,Intestine,19.76,1.00,0.672566103243587,0.859227333796595
WBGene00014938,mdt-9,Gonad,51.33,Pharynx,30.55,1.63,0.672851411626181,0.859443665096051
WBGene00012948,dhhc-2,Intestine,64.39,Pharynx,61.20,1.04,0.673014700048996,0.859598070990687
WBGene00017271,F08F8.6,Neurons,3.67,Glia,1.69,1.36,0.673179002363131,0.85975375232504
WBGene00014150,ZK909.6,Hypodermis,14.06,Neurons,13.56,0.97,0.67327161023365,0.859817854913773
WBGene00017301,F09F7.4,Intestine,71.44,Body_wall_muscle,56.90,1.23,0.673332866794055,0.859841913996617
WBGene00001945,his-71,Glia,165.61,Neurons,156.41,1.05,0.673418531532593,0.859897137177776
WBGene00219319,H25P06.5,Gonad,11.71,Neurons,8.36,1.25,0.673534903652856,0.859991561599084
WBGene00002248,lam-3,Glia,63.94,Pharynx,55.51,1.13,0.673830452958996,0.860314739052202
WBGene00020510,T14G11.1,Neurons,73.36,Pharynx,68.15,1.06,0.673939231305989,0.86039943052045
WBGene00004007,pgp-13,Intestine,14.17,Pharynx,4.66,2.50,0.674820427805484,0.860494740645718
WBGene00021511,Y41D4B.1,Glia,8.84,Neurons,5.29,1.40,0.674817352806595,0.860494740645718
WBGene00008695,F11C3.1,Hypodermis,11.01,Neurons,8.28,1.19,0.674614174765593,0.860494740645718
WBGene00000165,aps-3,Glia,26.57,Neurons,23.88,1.07,0.674644589369025,0.860494740645718
WBGene00000970,dhs-6,Gonad,54.85,Body_wall_muscle,54.16,0.99,0.674503426321988,0.860494740645718
WBGene00007049,tag-191,Neurons,1.65,Hypodermis,0.92,0.86,0.674203243277379,0.860494740645718
WBGene00014116,ZK858.2,Intestine,1.22,Neurons,0.57,0.78,0.674738520510674,0.860494740645718
WBGene00013357,clec-260,Intestine,1.06,Neurons,0.58,0.67,0.674738520509846,0.860494740645718
WBGene00011458,irld-47,Intestine,0.89,Neurons,0.60,0.56,0.67473852050846,0.860494740645718
WBGene00018209,F39G3.4,Neurons,0.68,Intestine,0.37,0.50,0.674738520508278,0.860494740645718
WBGene00005210,srg-53,Neurons,0.74,Intestine,0.52,0.49,0.674738520509976,0.860494740645718
WBGene00008227,C50B8.5,Intestine,30.34,Neurons,14.17,2.00,0.674868438174252,0.860501831062415
WBGene00012122,T28C6.8,Body_wall_muscle,12.13,Intestine,7.88,1.37,0.675209811764473,0.860882954542905
WBGene00021594,tig-3,Gonad,2.73,Intestine,2.38,0.81,0.675439281590479,0.861067208170592
WBGene00016616,C43H6.3,Neurons,35.51,Pharynx,32.42,1.06,0.675661496649903,0.861296327417317
WBGene00000115,alh-9,Gonad,72.36,Hypodermis,49.57,1.43,0.676336977326826,0.861886393876413
WBGene00020764,T24C12.1,Pharynx,3.00,Glia,1.59,1.16,0.676331780757251,0.861886393876413
WBGene00021788,Y51H7C.10,Pharynx,2.96,Glia,1.58,1.14,0.676331781096189,0.861886393876413
WBGene00021351,Y37E3.10,Intestine,183.44,Gonad,157.93,1.15,0.676475849621463,0.861954990739624
WBGene00005055,sra-29,Hypodermis,0.71,Body_wall_muscle,0.14,0.62,0.676443985343103,0.861954990739624
WBGene00016265,nmur-4,Intestine,39.46,Pharynx,22.03,1.71,0.676732497599733,0.862189591684018
WBGene00021753,Y50D7A.3,Intestine,119.66,Gonad,109.22,1.09,0.676745034447458,0.862189591684018
WBGene00022334,Y82E9BR.1,Glia,8.16,Pharynx,5.00,1.36,0.677032479640913,0.862501595952799
WBGene00000840,cul-5,Glia,235.67,Pharynx,206.86,1.13,0.677142429910043,0.86258745658936
WBGene00045050,ZC15.10,Pharynx,10.14,Neurons,9.85,0.93,0.67719495685975,0.862600161524695
WBGene00006949,wrt-3,Hypodermis,29.37,Glia,22.74,1.24,0.677451531409895,0.862872761119069
WBGene00019512,K08A2.2,Intestine,7.27,Hypodermis,1.97,2.45,0.677784880516411,0.862980080398165
WBGene00005652,srr-1,Glia,200.47,Pharynx,168.92,1.18,0.677981758172101,0.862980080398165
WBGene00000803,csb-1,Glia,36.91,Pharynx,30.57,1.17,0.67764703834143,0.862980080398165
WBGene00020682,T22D1.3,Gonad,97.26,Intestine,88.12,1.09,0.678046654851836,0.862980080398165
WBGene00009717,dep-1,Pharynx,1073.65,Glia,1010.36,1.06,0.67801705843879,0.862980080398165
WBGene00014081,ZK795.1,Pharynx,40.18,Glia,40.03,0.98,0.677766918741664,0.862980080398165
WBGene00014197,ZK1053.2,Pharynx,1.30,Neurons,0.70,0.76,0.678005676101028,0.862980080398165
WBGene00010717,K09C8.7,Intestine,2.11,Hypodermis,1.92,0.72,0.677784893920999,0.862980080398165
WBGene00018740,tra-4,Glia,60.09,Hypodermis,55.17,1.07,0.678241862344663,0.863174333977189
WBGene00000004,aat-3,Neurons,67.54,Glia,58.19,1.14,0.678566200327854,0.863532892638955
WBGene00009844,cwp-5,Neurons,6.91,Pharynx,4.66,1.22,0.678826760487579,0.863769118148541
WBGene00001700,grd-11,Pharynx,2.64,Hypodermis,2.03,0.87,0.678837049046638,0.863769118148541
WBGene00008425,D2045.8,Intestine,2.31,Neurons,1.04,1.13,0.678993889978267,0.863914457930545
WBGene00002223,klp-12,Intestine,1023.88,Gonad,994.81,1.03,0.679228046987544,0.86410391241901
WBGene00000711,col-138,Intestine,1.40,Hypodermis,0.97,0.71,0.679189349880842,0.86410391241901
WBGene00013382,gcl-1,Intestine,33.10,Glia,21.13,1.50,0.679767579743248,0.864702975215314
WBGene00011193,algn-13,Gonad,13.97,Pharynx,9.78,1.30,0.67978425400973,0.864702975215314
WBGene00019983,sti-1,Gonad,67.31,Pharynx,32.69,2.00,0.67988624152316,0.864778440228147
WBGene00012098,fbxb-86,Gonad,0.81,Hypodermis,0.50,0.54,0.680114705306894,0.864960486311472
WBGene00013988,ZK512.10,Gonad,0.64,Hypodermis,0.35,0.47,0.680114705308991,0.864960486311472
WBGene00206479,C44C11.6,Hypodermis,0.81,Intestine,0.60,0.50,0.680240804046591,0.865066583364395
WBGene00016912,clec-86,Intestine,11.77,Neurons,8.36,1.26,0.680298619344373,0.865085836066105
WBGene00015066,B0228.9,Neurons,2.76,Hypodermis,2.04,0.91,0.6804460931878,0.865219091394423
WBGene00010088,F55B12.2,Pharynx,6.32,Intestine,3.11,1.54,0.680780464112648,0.865535691560993
WBGene00018227,nep-15,Intestine,6.87,Pharynx,5.38,1.08,0.680780477837722,0.865535691560993
WBGene00000289,cam-1,Pharynx,207.02,Neurons,194.58,1.06,0.680950818401737,0.865697964240929
WBGene00020706,atg-9,Intestine,101.60,Hypodermis,74.73,1.34,0.681309692205416,0.866099885281323
WBGene00011247,mrpl-49,Gonad,21.56,Body_wall_muscle,19.28,1.06,0.681410579142472,0.866173816379071
WBGene00000905,daf-9,Hypodermis,16.57,Glia,12.37,1.24,0.681484129220902,0.866212991186162
