Table S11: Differential expression test results for amphid vs. phasmid sheath cells. ,,,,,
gene_id,symbol,q-value,amphid TPM,phasmid TPM,"moderated log2
(amphid / phasmid)"
WBGene00020821,jhdm-1,0.789211775632969,103.073,71.857,0.501
WBGene00021327,mrpl-38,0.789211775632969,24.529,10.719,1.066
WBGene00022697,cyy-1,0.789211775632969,31.490,28.564,0.091
WBGene00023068,rpl-41.2,0.789211775632969,297.529,443.650,-0.572
WBGene00001034,dnj-16,0.789575480259592,31.111,61.694,-0.942
WBGene00003694,nhr-104,0.789575480259592,33.497,49.290,-0.515
WBGene00005648,srp-7,0.789575480259592,76.340,21.695,1.750
WBGene00006876,vab-10,0.789575480259592,861.861,1014.153,-0.233
WBGene00017675,F21F3.6,0.789575480259592,221.188,348.665,-0.650
WBGene00019061,F58F12.1,0.789575480259592,135.633,118.435,0.183
WBGene00012608,Y38F1A.6,0.790244521836441,20.509,28.115,-0.386
WBGene00013228,Y56A3A.7,0.790244521836441,78.919,80.913,-0.018
WBGene00019465,acl-14,0.790244521836441,159.365,224.327,-0.484
WBGene00010961,nduo-2,0.790402865229233,341.068,386.198,-0.175
WBGene00018294,atg-18,0.790402865229233,104.417,173.683,-0.720
WBGene00269387,btb-22,0.790402865229233,76.736,14.552,2.303
WBGene00020094,wip-1,0.791076636909097,28.135,20.800,0.368
WBGene00003241,mig-5,0.791814763575784,32.271,62.541,-0.911
WBGene00011054,arrd-13,0.792838268677435,33.311,16.693,0.913
WBGene00000526,clc-5,0.793347087624634,85.898,59.682,0.501
WBGene00000532,clh-5,0.793347087624634,78.165,61.950,0.312
WBGene00000564,cnk-1,0.793347087624634,18.117,21.695,-0.183
WBGene00000565,cnt-1,0.793347087624634,78.371,145.253,-0.872
WBGene00000897,daf-1,0.793347087624634,35.218,72.003,-0.991
WBGene00000911,daf-15,0.793347087624634,160.198,133.183,0.256
WBGene00000931,dao-5,0.793347087624634,244.971,169.441,0.523
WBGene00001580,gex-3,0.793347087624634,20.783,21.630,0.010
WBGene00003677,nhr-87,0.793347087624634,25.140,13.610,0.783
WBGene00003930,pat-3,0.793347087624634,134.297,13.785,3.183
WBGene00004270,rab-6.2,0.793347087624634,79.911,81.672,-0.014
WBGene00004473,rps-4,0.793347087624634,4007.090,4082.549,-0.027
WBGene00006402,fut-3,0.793347087624634,43.768,63.194,-0.497
WBGene00006478,tag-131,0.793347087624634,17.194,20.779,-0.192
WBGene00006499,tag-153,0.793347087624634,21.830,18.057,0.196
WBGene00007045,tag-189,0.793347087624634,25.226,30.893,-0.236
WBGene00009809,F47B8.8,0.793347087624634,23.295,11.719,0.873
WBGene00009944,mtcu-2,0.793347087624634,25.127,28.843,-0.143
WBGene00011108,R07E3.7,0.793347087624634,86.030,0.000,6.427
WBGene00011109,R07E5.1,0.793347087624634,37.080,54.698,-0.522
WBGene00011122,cpt-2,0.793347087624634,19.970,23.830,-0.184
WBGene00012903,vps-2,0.793347087624634,72.938,81.825,-0.146
WBGene00013577,Y76A2B.5,0.793347087624634,81.085,126.874,-0.628
WBGene00013765,cdkr-3,0.793347087624634,24.221,19.135,0.267
WBGene00015162,algn-11,0.793347087624634,69.518,41.221,0.719
WBGene00015501,C06A5.3,0.793347087624634,65.181,17.183,1.842
WBGene00015940,C18A3.2,0.793347087624634,21.180,23.811,-0.102
WBGene00016311,C32D5.3,0.793347087624634,21.040,22.316,-0.018
WBGene00016508,C37H5.5,0.793347087624634,99.166,51.268,0.924
WBGene00016746,C48B6.10,0.793347087624634,93.064,65.746,0.480
WBGene00018675,F52C9.5,0.793347087624634,20.596,11.158,0.760
WBGene00019259,H34C03.2,0.793347087624634,77.734,83.229,-0.080
WBGene00020866,vps-24,0.793347087624634,20.284,24.304,-0.191
WBGene00021286,tald-1,0.793347087624634,23.364,14.552,0.587
WBGene00021888,Y54G2A.23,0.793347087624634,66.305,65.797,0.033
WBGene00022010,catp-7,0.793347087624634,257.331,183.977,0.476
WBGene00022296,xpc-1,0.793347087624634,96.421,144.678,-0.571
WBGene00022831,cec-10,0.793347087624634,17.602,24.352,-0.389
WBGene00044065,tag-229,0.793347087624634,21.604,16.693,0.288
WBGene00219325,F17C11.22,0.793347087624634,83.456,70.794,0.217
WBGene00014015,panl-3,0.793595990996516,66.227,90.715,-0.432
WBGene00017372,F10G7.9,0.793595990996516,86.141,0.000,6.429
WBGene00009478,syx-7,0.793692814234435,67.465,56.267,0.236
WBGene00021210,Y18H1A.4,0.794619568927945,34.449,55.645,-0.651
WBGene00012206,W02B12.11,0.794897636517309,79.369,37.338,1.050
WBGene00000369,ccf-1,0.795578637722567,56.057,46.620,0.235
WBGene00000530,clh-3,0.795578637722567,72.010,40.002,0.813
WBGene00009336,F32D8.14,0.795578637722567,55.444,42.437,0.352
WBGene00012463,Y17G7B.10,0.795578637722567,24.081,19.135,0.258
WBGene00004184,T19D2.2,0.796157752287428,44.324,14.652,1.502
WBGene00020442,gen-1,0.796401173790393,54.859,76.524,-0.454
WBGene00003646,nhr-56,0.796987542938185,50.802,13.653,1.794
WBGene00010990,R03D7.4,0.796987542938185,53.065,18.865,1.418
WBGene00013481,Y69H2.3,0.796987542938185,11889.898,10860.403,0.131
WBGene00001247,elo-9,0.797059152140967,49.692,27.571,0.798
WBGene00004485,rps-16,0.797059152140967,1287.923,1159.995,0.150
WBGene00008528,F02E9.1,0.797059152140967,18.214,15.926,0.106
WBGene00008919,vps-36,0.797059152140967,59.562,34.933,0.729
WBGene00009440,idhg-1,0.797059152140967,112.589,95.105,0.228
WBGene00009712,F44G4.2,0.797059152140967,18.430,20.645,-0.087
WBGene00010333,copz-1,0.797059152140967,66.575,50.674,0.366
WBGene00011156,R09B3.3,0.797059152140967,89.996,75.916,0.227
WBGene00015143,B0336.3,0.797059152140967,64.579,92.318,-0.493
WBGene00017929,grld-1,0.797059152140967,68.329,45.880,0.544
WBGene00021309,Y32G9B.1,0.797059152140967,45.597,20.001,1.118
WBGene00000146,ape-1,0.797609374565827,51.774,14.421,1.747
WBGene00003062,lpd-6,0.797609374565827,46.152,10.719,1.977
WBGene00017719,ldp-1,0.797609374565827,46.894,30.166,0.589
WBGene00021952,vha-19,0.797609374565827,1086.276,1141.755,-0.071
WBGene00014036,ZK643.5,0.797679438016299,53.013,33.499,0.620
WBGene00022122,trap-1,0.797679438016299,455.241,312.999,0.536
WBGene00019433,acdh-3,0.798820579926587,43.120,19.135,1.099
WBGene00010988,metr-1,0.799232427302881,33.620,43.671,-0.335
WBGene00011964,saeg-2,0.799232427302881,32.931,57.234,-0.754
WBGene00016331,obr-4,0.799817250365091,63.545,69.609,-0.109
WBGene00017996,F33D4.4,0.799817250365091,36.198,14.466,1.227
WBGene00019004,xpg-1,0.799817250365091,52.025,18.125,1.444
WBGene00004469,rps-0,0.800521320328606,4550.306,3994.060,0.188
WBGene00008496,F01D5.6,0.800521320328606,94.649,161.464,-0.755
WBGene00009452,F36A2.2,0.800521320328606,44.787,16.693,1.340
WBGene00019816,nhr-204,0.800521320328606,199.231,114.118,0.791
WBGene00022369,Y92H12BR.3,0.800521320328606,47.854,15.540,1.533
WBGene00003963,pdi-2,0.800582998990489,2298.410,2308.759,-0.006
WBGene00001031,dnj-13,0.801055619752475,482.392,409.082,0.234
WBGene00013308,nuo-3,0.801055619752475,67.283,41.558,0.661
WBGene00004208,ptc-1,0.801588548009897,327.217,307.918,0.083
WBGene00004488,rps-19,0.801588548009897,1813.390,1221.561,0.569
WBGene00006776,unc-40,0.801588548009897,75.988,120.376,-0.645
WBGene00007386,C06H2.2,0.801588548009897,38.088,28.134,0.387
WBGene00010337,F59F4.2,0.801588548009897,152.989,114.537,0.405
WBGene00012869,Y45F10A.7,0.801588548009897,39.589,12.152,1.590
WBGene00013352,lon-8,0.801588548009897,39.847,38.513,0.012
WBGene00013693,Y105E8B.9,0.801588548009897,53.002,80.767,-0.581
WBGene00014076,ZK792.1,0.801588548009897,44.547,28.146,0.612
WBGene00015734,copd-1,0.801588548009897,154.317,218.572,-0.493
WBGene00018963,ucr-1,0.801588548009897,89.136,84.708,0.057
WBGene00020209,T04C9.1,0.801588548009897,382.522,59.446,2.662
WBGene00020425,syx-18,0.801588548009897,54.572,91.849,-0.725
WBGene00020931,cytb-5.2,0.801588548009897,57.280,51.371,0.129
WBGene00003396,mom-4,0.801630633704953,49.134,26.473,0.839
WBGene00011481,imp-2,0.801630633704953,560.389,830.241,-0.565
WBGene00013004,mrpl-37,0.801630633704953,65.230,52.333,0.291
WBGene00013095,ing-3,0.801630633704953,63.890,33.921,0.872
WBGene00010676,K08F4.1,0.802199295115303,33.397,13.610,1.193
WBGene00018256,cutl-28,0.802199295115303,35.234,10.684,1.592
WBGene00016395,C34B2.10,0.802263049804044,58.426,81.795,-0.461
WBGene00022378,Y94H6A.5,0.802263049804044,134.846,124.262,0.106
WBGene00001635,gly-10,0.802664380985345,251.727,246.858,0.022
WBGene00001999,hrp-1,0.802880901375514,369.934,300.471,0.295
WBGene00009024,F21G4.3,0.802880901375514,37.713,11.158,1.633
WBGene00009454,F36A2.7,0.802880901375514,144.240,117.325,0.286
WBGene00009829,F47G9.1,0.802880901375514,255.875,195.026,0.384
WBGene00014215,obr-3,0.802880901375514,97.186,93.725,0.037
WBGene00021808,Y53G8AM.8,0.802880901375514,36.301,20.779,0.737
WBGene00012943,bed-2,0.802891490068667,47.331,67.656,-0.485
WBGene00008165,C47G2.4,0.80300347290404,95.765,64.444,0.549
WBGene00013668,Y105E8A.3,0.803614637400553,82.556,89.459,-0.098
WBGene00018017,golg-2,0.803614637400553,273.982,245.411,0.153
WBGene00019116,nhr-143,0.803614637400553,62.517,37.904,0.684
WBGene00000064,act-2,0.803684991740556,241.084,298.031,-0.300
WBGene00001132,alp-1,0.803736005792495,345.748,358.971,-0.050
WBGene00011761,T13H5.8,0.803736005792495,40.737,12.152,1.631
WBGene00020229,T05A8.3,0.803736005792495,172.428,144.571,0.244
WBGene00022492,dss-1,0.803736005792495,32.377,12.118,1.303
WBGene00003791,npp-5,0.80555445648417,50.201,38.850,0.333
WBGene00001832,hcp-4,0.80638969764562,28.828,31.451,-0.076
WBGene00007753,C27A7.1,0.80638969764562,121.004,72.114,0.727
WBGene00015740,C13E3.1,0.80638969764562,47.615,17.117,1.394
WBGene00017782,F25E5.1,0.80638969764562,41.090,22.853,0.785
WBGene00000472,cey-1,0.807327618435633,628.398,222.977,1.488
WBGene00001423,fib-1,0.807327618435633,216.620,351.316,-0.691
WBGene00011593,T07G12.2,0.807327618435633,120.566,105.556,0.178
WBGene00020838,trak-1,0.807327618435633,305.710,249.884,0.285
WBGene00022073,Y67D8C.9,0.807327618435633,70.846,122.987,-0.776
WBGene00044071,dhhc-14,0.807327618435633,59.274,47.134,0.300
WBGene00021756,Y50D7A.8,0.807493734331162,42.599,89.881,-1.044
WBGene00010303,cri-3,0.807654920875423,39.473,10.684,1.756
WBGene00013213,Y54G11A.2,0.807654920875423,37.892,10.684,1.697
WBGene00014204,ccdc-47,0.807654920875423,165.801,85.493,0.939
WBGene00021666,Y48G1BL.7,0.808034056106163,165.804,11.158,3.770
WBGene00007666,C18B12.4,0.809204938405017,102.936,59.290,0.772
WBGene00019877,R05D3.2,0.811744278198441,32.503,20.645,0.587
WBGene00006652,ttx-1,0.812060276866669,533.421,518.109,0.039
WBGene00017075,nap-1,0.815611179080065,534.485,434.805,0.294
WBGene00009133,bed-3,0.817324009156094,159.396,130.461,0.278
WBGene00010470,cdr-4,0.817324009156094,59.232,98.176,-0.705
WBGene00044025,T01G1.4,0.81907027127553,93.989,127.682,-0.427
WBGene00001233,eif-3.K,0.819618348588167,65.035,13.785,2.137
WBGene00003590,nex-3,0.820615132633969,212.909,114.479,0.883
WBGene00019875,mca-2,0.820616581893478,127.923,124.922,0.023
WBGene00012468,Y17G7B.17,0.821284903295454,114.152,40.828,1.448
WBGene00000898,daf-2,0.823713929100195,266.080,236.432,0.164
WBGene00000834,cua-1,0.823868312256943,70.565,97.292,-0.443
WBGene00004495,rps-26,0.823868312256943,878.257,1087.115,-0.306
WBGene00009664,idha-1,0.823868312256943,112.941,152.070,-0.416
WBGene00010178,yif-1,0.823868312256943,78.532,131.492,-0.725
WBGene00014023,lnkn-1,0.823868312256943,90.514,96.567,-0.078
WBGene00009793,pkn-1,0.82441289447174,58.150,74.652,-0.336
WBGene00022170,Y71H2AM.5,0.82441289447174,87.924,110.195,-0.309
WBGene00006840,unc-116,0.825936345645556,313.314,213.285,0.548
WBGene00001303,emo-1,0.827333180584172,204.396,158.274,0.360
WBGene00004463,rpn-7,0.82887484191375,87.105,89.728,-0.026
WBGene00013106,set-26,0.829008587511765,47.903,76.652,-0.648
WBGene00007956,trpp-9,0.830678488375802,117.105,144.473,-0.291
WBGene00015294,C01C10.2,0.830678488375802,87.839,97.770,-0.138
WBGene00044650,Y71G10AR.4,0.830678488375802,106.834,133.696,-0.310
WBGene00016653,C44E4.4,0.83100946038508,83.211,136.968,-0.702
WBGene00006536,tbb-1,0.831633042740614,336.052,314.946,0.089
WBGene00020149,T01D1.4,0.831715964968463,231.031,173.548,0.404
WBGene00022580,iglr-2,0.831715964968463,144.991,182.854,-0.325
WBGene00001560,gei-3,0.831825148826933,195.634,224.284,-0.190
WBGene00011629,T08G11.1,0.833706083922135,1155.922,970.366,0.251
WBGene00017778,nono-1,0.834313190958355,132.996,168.269,-0.329
WBGene00001337,ears-1,0.834756875517549,190.063,93.283,1.011
WBGene00000480,cgp-1,0.835180978249592,98.838,93.939,0.058
WBGene00011449,T04H1.2,0.835180978249592,103.745,148.915,-0.508
WBGene00001636,gly-11,0.837077884255116,146.536,31.043,2.193
WBGene00000231,atx-2,0.837209205622088,170.241,105.342,0.679
WBGene00004434,rpl-22,0.837777599340842,910.289,613.405,0.567
WBGene00004452,rpl-38,0.837777599340842,492.586,330.145,0.573
WBGene00004879,smg-1,0.837777599340842,311.311,341.208,-0.128
WBGene00018037,chtl-1,0.837777599340842,170.505,130.667,0.373
WBGene00020481,T13C2.6,0.837777599340842,202.777,164.017,0.297
WBGene00011090,R07B7.6,0.838172484724088,155.013,171.796,-0.139
WBGene00021248,Y22D7AL.10,0.839202497300848,82.649,133.051,-0.670
WBGene00010096,rskd-1,0.839304106097784,100.605,80.299,0.307
WBGene00010406,math-33,0.839304106097784,120.295,127.686,-0.074
WBGene00000552,cmd-1,0.84140104871228,574.286,618.906,-0.105
WBGene00006896,ver-3,0.84140104871228,149.200,111.045,0.413
WBGene00001596,gld-2,0.842717913417597,91.308,58.933,0.607
WBGene00004829,sli-1,0.843110741668028,151.370,122.029,0.299
WBGene00019693,ostd-1,0.843110741668028,268.033,113.597,1.226
WBGene00011802,T16G1.9,0.844827669944016,91.586,68.712,0.394
WBGene00016002,C18H9.3,0.846512784723397,99.200,72.110,0.440
WBGene00004421,rpl-10,0.848831900756228,2332.434,2631.798,-0.174
WBGene00016258,vha-16,0.849933112791196,460.568,618.425,-0.422
WBGene00000426,ced-12,0.85017974649544,46.543,136.513,-1.522
WBGene00012194,toe-4,0.85045627324024,64.925,30.778,1.031
WBGene00016493,C37A2.7,0.852328985779139,771.270,650.168,0.244
WBGene00014095,gdh-1,0.852782836471051,211.126,244.413,-0.204
WBGene00018522,F46H5.7,0.853406368952813,197.117,227.323,-0.198
WBGene00015464,C05C8.7,0.855153676394034,137.181,104.078,0.385
WBGene00013606,cand-1,0.855340782726472,60.147,43.598,0.432
WBGene00020234,T05A12.3,0.855800850333654,237.221,335.909,-0.496
WBGene00020216,trap-2,0.856402534497112,392.689,569.592,-0.533
WBGene00005647,srp-6,0.856666655899965,150.407,103.281,0.528
WBGene00006617,tars-1,0.856666655899965,183.251,201.025,-0.126
WBGene00018897,F55F8.9,0.856666655899965,41.770,45.866,-0.101
WBGene00019014,F57C12.2,0.856666655899965,79.072,0.000,6.305
WBGene00003068,lrk-1,0.856842756936006,217.308,207.245,0.061
WBGene00018018,F33G12.6,0.856878268785158,253.343,305.074,-0.262
WBGene00003613,nhr-14,0.857194781238153,33.898,35.157,-0.011
WBGene00021685,herc-1,0.857194781238153,45.160,30.685,0.511
WBGene00004429,rpl-17,0.857444062964395,1477.206,1125.167,0.391
WBGene00004981,spl-1,0.858148848810079,25.116,58.768,-1.170
WBGene00011195,sao-1,0.858148848810079,38.918,50.674,-0.344
WBGene00019844,abts-4,0.858255473747037,149.080,146.365,0.017
WBGene00017547,alfa-1,0.858301811355368,76.275,62.665,0.261
WBGene00000901,daf-5,0.859797595897217,123.402,98.860,0.305
WBGene00003825,ntl-2,0.859797595897217,223.315,159.724,0.474
WBGene00013355,gck-3,0.859961412602473,65.325,55.500,0.209
WBGene00017797,symk-1,0.859961412602473,32.917,35.408,-0.062
WBGene00017982,hpo-18,0.859961412602473,41.838,41.290,0.053
WBGene00020109,R151.6,0.859961412602473,32.230,53.265,-0.681
WBGene00020246,clic-1,0.859961412602473,115.263,114.724,0.019
WBGene00010627,K07C5.4,0.859977299820116,183.322,241.722,-0.391
WBGene00003393,mog-5,0.860069768032398,36.748,32.612,0.129
WBGene00006517,madd-3,0.860069768032398,36.821,26.947,0.398
WBGene00007175,B0395.3,0.860069768032398,36.162,29.087,0.265
WBGene00012983,men-1,0.860069768032398,36.385,32.117,0.136
WBGene00017244,apy-1,0.860069768032398,39.984,29.712,0.381
WBGene00021644,Y47G6A.18,0.86012515133105,135.975,92.338,0.543
WBGene00003047,lis-1,0.861080459926375,36.229,37.816,-0.023
WBGene00012156,ebp-2,0.861080459926375,38.005,23.896,0.610
WBGene00018739,F53B1.8,0.861080459926375,38.083,44.609,-0.191
WBGene00021689,Y48G8AL.10,0.861080459926375,67.394,65.359,0.022
WBGene00001427,fkb-2,0.862016674748289,120.548,73.398,0.696
WBGene00006351,sur-5,0.862016674748289,32.994,41.840,-0.300
WBGene00010075,F55A11.1,0.862016674748289,119.952,101.590,0.226
WBGene00010433,H40L08.1,0.862016674748289,34.503,34.074,0.059
WBGene00012578,Y37H9A.3,0.862016674748289,35.593,32.011,0.109
WBGene00022734,ZK418.5,0.862016674748289,36.690,40.830,-0.115
WBGene00007287,gck-4,0.863507426190568,40.356,35.712,0.137
WBGene00011043,rbm-28,0.863507426190568,28.366,40.131,-0.451
WBGene00019862,nrde-3,0.863507426190568,37.454,52.329,-0.444
WBGene00022149,lin-65,0.863507426190568,32.727,31.583,0.006
WBGene00022739,toe-1,0.863507426190568,32.666,38.506,-0.194
WBGene00007529,C11H1.3,0.865897072311691,27.479,38.162,-0.422
WBGene00008803,lips-10,0.865897072311691,32.156,41.126,-0.311
WBGene00009922,F52B5.3,0.865897072311691,25.256,28.945,-0.141
WBGene00001651,gon-2,0.866507510788604,550.032,570.490,-0.050
WBGene00016195,C28H8.4,0.867269926974492,75.503,46.226,0.677
WBGene00011975,T24B1.1,0.867826918173009,61.543,58.481,0.049
WBGene00004706,rsr-1,0.868334631730883,32.198,35.712,-0.105
WBGene00012825,Y43F8C.3,0.869052234699758,54.406,52.036,0.037
WBGene00002018,hsp-16.41,0.870745390753535,74.018,55.237,0.396
WBGene00000915,daf-21,0.871218974704901,1407.079,1455.244,-0.048
WBGene00016408,prmt-5,0.871218974704901,28.311,28.031,0.064
WBGene00000883,cyn-7,0.871678651859894,523.703,625.195,-0.253
WBGene00010427,hpo-11,0.871803698201285,113.024,103.733,0.110
WBGene00004420,rpl-9,0.872755924197548,2642.741,3073.316,-0.217
WBGene00004427,rpl-15,0.872755924197548,3147.165,3008.549,0.065
WBGene00001393,fat-1,0.875842299479571,63.405,55.430,0.168
WBGene00009783,rer-1,0.876361702859249,67.082,44.451,0.562
WBGene00007652,C17G1.5,0.876561709713449,99.762,87.400,0.174
WBGene00010882,atg-7,0.876684976644836,55.394,47.562,0.190
WBGene00003815,nars-1,0.876935319402707,43.555,56.145,-0.334
WBGene00015176,vps-51,0.876935319402707,42.546,62.232,-0.515
WBGene00017004,nrd-1,0.876935319402707,55.664,73.877,-0.383
WBGene00019203,ttr-47,0.877060922735563,21.730,38.906,-0.775
WBGene00009450,ugt-58,0.877311686576207,59.749,46.611,0.328
WBGene00011338,sec-31,0.877311686576207,61.294,35.295,0.756
WBGene00014208,ZK1067.2,0.877311686576207,58.226,81.459,-0.460
WBGene00019698,riok-1,0.877311686576207,302.090,388.533,-0.358
WBGene00001209,egl-45,0.877441067876607,249.395,265.084,-0.082
WBGene00001497,fars-1,0.877441067876607,88.743,85.373,0.039
WBGene00001680,gpb-2,0.877441067876607,51.982,66.620,-0.330
WBGene00016500,memo-1,0.877441067876607,61.552,51.831,0.220
WBGene00000221,atf-5,0.877683299840734,154.618,113.374,0.435
WBGene00000507,cit-1.1,0.877683299840734,50.241,42.658,0.203
WBGene00001019,dnj-1,0.877683299840734,57.487,55.261,0.031
WBGene00001030,dnj-12,0.877683299840734,150.589,133.818,0.160
WBGene00001089,dre-1,0.877683299840734,126.343,165.166,-0.375
WBGene00001744,gars-1,0.877683299840734,69.551,94.622,-0.424
WBGene00001834,hda-1,0.877683299840734,52.382,43.509,0.235
WBGene00001983,hoe-1,0.877683299840734,47.005,74.991,-0.644
WBGene00002266,lec-3,0.877683299840734,146.564,157.901,-0.098
WBGene00002632,let-413,0.877683299840734,137.422,128.540,0.085
WBGene00003411,mrp-5,0.877683299840734,93.340,109.782,-0.219
WBGene00004215,ptp-3,0.877683299840734,73.215,72.158,0.001
WBGene00004284,rab-35,0.877683299840734,39.875,46.749,-0.194
WBGene00004381,rnf-5,0.877683299840734,70.084,99.109,-0.479
WBGene00004753,sec-8,0.877683299840734,35.985,53.331,-0.528
WBGene00004881,smg-3,0.877683299840734,62.836,88.685,-0.474
WBGene00004921,snt-1,0.877683299840734,192.114,119.229,0.676
WBGene00006577,tlf-1,0.877683299840734,48.166,69.977,-0.509
WBGene00006593,tol-1,0.877683299840734,58.691,75.430,-0.338
WBGene00006605,tra-2,0.877683299840734,51.439,26.736,0.891
WBGene00006698,uaf-2,0.877683299840734,79.378,103.805,-0.369
WBGene00006723,ubh-3,0.877683299840734,54.510,37.325,0.508
WBGene00006994,zyg-9,0.877683299840734,120.925,164.340,-0.431
WBGene00007091,eri-12,0.877683299840734,186.326,210.487,-0.168
WBGene00007923,C34C12.4,0.877683299840734,182.082,179.761,0.011
WBGene00008422,D2045.2,0.877683299840734,35.865,77.172,-1.066
WBGene00009084,F23B12.7,0.877683299840734,41.169,42.332,-0.006
WBGene00009092,tomm-20,0.877683299840734,49.330,51.813,-0.042
WBGene00009456,F36A2.9,0.877683299840734,49.550,61.165,-0.275
WBGene00009978,F53E4.1,0.877683299840734,44.358,64.528,-0.509
WBGene00010639,K07F5.15,0.877683299840734,29.944,35.712,-0.207
WBGene00010641,crml-1,0.877683299840734,139.231,153.122,-0.127
WBGene00010738,K10D3.4,0.877683299840734,70.569,76.978,-0.105
WBGene00011953,ppm-2,0.877683299840734,104.494,96.863,0.095
WBGene00012117,T28B11.1,0.877683299840734,60.325,30.610,0.932
WBGene00012794,Y43E12A.2,0.877683299840734,56.282,45.428,0.278
WBGene00013683,zoo-1,0.877683299840734,57.658,54.521,0.054
WBGene00013789,Y116A8C.9,0.877683299840734,54.887,55.024,0.022
WBGene00013847,cls-3,0.877683299840734,303.752,317.667,-0.060
WBGene00015061,cpna-2,0.877683299840734,53.198,44.671,0.220
WBGene00015159,psd-1,0.877683299840734,163.366,156.467,0.053
WBGene00015507,C06A6.2,0.877683299840734,66.079,24.991,1.346
WBGene00015811,C16A3.6,0.877683299840734,73.637,29.713,1.262
WBGene00016120,C25H3.11,0.877683299840734,167.913,195.789,-0.213
WBGene00016562,C41D11.3,0.877683299840734,62.513,21.403,1.480
WBGene00016867,C52B9.4,0.877683299840734,79.742,13.653,2.444
WBGene00017119,E04A4.5,0.877683299840734,58.216,34.722,0.705
WBGene00018075,tbc-11,0.877683299840734,79.029,81.557,-0.027
WBGene00019716,M01G5.3,0.877683299840734,34.829,60.130,-0.747
WBGene00020762,zer-1,0.877683299840734,148.547,159.860,-0.096
WBGene00020820,algn-1,0.877683299840734,50.384,42.460,0.213
WBGene00021834,mab-31,0.877683299840734,51.114,33.821,0.554
WBGene00004023,pho-4,0.878153120670554,83.534,106.340,-0.331
WBGene00001134,eat-3,0.879078320831304,129.879,89.195,0.526
WBGene00022745,ZK470.2,0.879078320831304,145.393,122.278,0.238
WBGene00002891,let-767,0.879182618037215,99.920,95.566,0.049
WBGene00006519,tag-174,0.879182618037215,107.263,125.058,-0.208
WBGene00006961,xnp-1,0.879182618037215,211.383,187.533,0.165
WBGene00008119,C46F11.4,0.879182618037215,53.070,85.838,-0.667
WBGene00008685,mon-2,0.879182618037215,103.082,98.786,0.047
WBGene00008750,F13E9.1,0.879182618037215,48.444,0.000,5.598
WBGene00008852,ubql-1,0.879182618037215,233.528,244.679,-0.061
WBGene00009801,ipla-2,0.879182618037215,105.298,113.572,-0.095
WBGene00010500,K02B12.7,0.879182618037215,133.536,152.022,-0.176
WBGene00012033,T26C5.3,0.879182618037215,91.197,108.130,-0.230
WBGene00012097,abcf-2,0.879182618037215,463.047,514.208,-0.148
WBGene00012274,W05B5.1,0.879182618037215,343.445,299.441,0.193
WBGene00013672,catp-1,0.879182618037215,139.822,156.834,-0.155
WBGene00016716,acs-17,0.879182618037215,64.626,84.356,-0.362
WBGene00017926,F29C4.2,0.879182618037215,45.613,57.234,-0.296
WBGene00018611,F48E8.4,0.879182618037215,106.689,115.506,-0.101
WBGene00019888,btbd-10,0.879182618037215,80.948,121.605,-0.569
WBGene00019967,cyp-33C8,0.879182618037215,58.187,43.313,0.393
WBGene00020115,mboa-6,0.879182618037215,307.760,258.354,0.247
WBGene00043997,Y79H2A.12,0.879182618037215,39.172,0.000,5.292
WBGene00000478,cfz-2,0.879583293794948,138.301,0.000,7.112
WBGene00010725,erv-46,0.879583293794948,122.128,183.835,-0.578
WBGene00001047,dnj-29,0.880423162566044,471.329,433.556,0.117
WBGene00004323,rde-1,0.880423162566044,102.720,129.952,-0.325
WBGene00008221,nhr-168,0.880928363344059,39.217,0.000,5.293
WBGene00001253,elt-6,0.881611919991466,76.353,124.457,-0.686
WBGene00022794,snu-23,0.881611919991466,84.398,88.708,-0.055
WBGene00003834,nxf-1,0.882531774194348,91.897,63.278,0.516
WBGene00006816,unc-84,0.882990260734546,31.969,55.520,-0.752
WBGene00013580,Y79H2A.3,0.882990260734546,97.459,69.048,0.476
WBGene00022019,sut-2,0.882990260734546,145.954,200.616,-0.449
WBGene00012734,Y40B1A.3,0.88416088304392,39.494,44.671,-0.142
WBGene00012990,sam-10,0.88416088304392,79.293,89.658,-0.159
WBGene00017070,praf-3,0.88416088304392,50.829,34.933,0.500
WBGene00000004,aat-3,0.885421507260881,41.166,55.500,-0.396
WBGene00000874,cyk-3,0.885421507260881,87.570,139.740,-0.658
WBGene00009601,F40G12.6,0.885421507260881,472.950,599.303,-0.339
WBGene00017954,F31E8.4,0.885605613544899,72.388,106.988,-0.544
WBGene00022568,ZC239.5,0.885605613544899,198.956,83.384,1.237
WBGene00004476,rps-7,0.885818152399215,1938.360,1671.751,0.213
WBGene00010993,vha-20,0.885818152399215,630.771,827.147,-0.389
WBGene00008052,ctns-1,0.886706509771987,157.298,230.541,-0.542
WBGene00008546,gfat-1,0.887139712285326,89.272,101.415,-0.168
WBGene00013682,Y105E8A.25,0.887679101006219,69.607,15.540,2.073
WBGene00022307,Y77E11A.2,0.887679101006219,40.342,60.808,-0.557
WBGene00011480,enpl-1,0.890931483059538,844.344,834.361,0.015
WBGene00004414,rpl-3,0.891137102823523,3904.341,3982.800,-0.028
WBGene00004484,rps-15,0.891137102823523,1128.580,1047.420,0.106
WBGene00010331,F59D12.3,0.891150587055263,179.002,116.888,0.603
