Table S7: Differential expression test results for the identification of cell type enriched genes. ,,,,,,,,
gene_id,symbol,max.cell.type,max.cell.type.expr,cell.type.2,cell.type.2.expr,ratio,pval,qval
WBGene00019174,H09G03.1,Pharyngeal_gland,59.63,Excretory_cells,40.27,1.45,0.693204981708915,1
WBGene00005251,srh-28,Ciliated_sensory_neurons,30.58,GABAergic_neurons,20.16,1.45,0.706110708358748,1
WBGene00010925,M153.2,Intestine,32.31,Seam_cells,21.38,1.44,0.963907002099623,1
WBGene00020315,T07E3.4,Body_wall_muscle,214.57,Canal_associated_neurons,147.61,1.44,0.744430650267252,1
WBGene00077543,F27D4.8,Germline,2.96,Seam_cells,1.05,1.44,0.74718356788725,1
WBGene00015877,C17B7.3,Body_wall_muscle,7.52,Coelomocytes,4.21,1.44,0.899537170542323,1
WBGene00044008,gip-2,Germline,101.94,Sex_myoblasts,69.64,1.44,0.819490722938604,1
WBGene00009649,F43C1.5,Intestinal/rectal_muscle,4.72,Vulval_precursors,2.27,1.44,0.852109968729165,1
WBGene00006629,tsp-3,Pharyngeal_gland,47.64,Pharyngeal_muscle,32.04,1.44,0.753911199364184,1
WBGene00010227,F58A4.2,Germline,38.90,Canal_associated_neurons,25.99,1.44,0.738241270293653,1
WBGene00016484,C36C5.15,Body_wall_muscle,13.97,Pharyngeal_neurons,8.70,1.44,0.741525702707913,1
WBGene00007504,C09H10.10,Germline,68.92,Pharyngeal_gland,46.87,1.44,0.702063991686982,1
WBGene00013373,Y62E10A.2,Germline,78.94,Sex_myoblasts,53.83,1.44,0.714499796932922,1
WBGene00005177,srg-20,Socket_cells,14.94,Ciliated_sensory_neurons,9.38,1.44,0.842197231211153,1
WBGene00018575,clec-119,Seam_cells,9.79,Vulval_precursors,5.80,1.44,0.874847630985272,1
WBGene00007765,C27B7.9,Socket_cells,20.85,Distal_tip_cells,13.48,1.44,0.76011204607871,1
WBGene00000093,agt-1,Germline,57.00,Sex_myoblasts,38.63,1.44,0.698609773376444,1
WBGene00016406,C34D10.1,Pharyngeal_neurons,56.94,Cholinergic_neurons,38.58,1.44,0.700438400867545,1
WBGene00003164,mdt-6,Germline,50.40,GABAergic_neurons,34.05,1.44,0.731418517700142,1
WBGene00000812,csk-1,Am/PH_sheath_cells,207.21,Pharyngeal_gland,143.26,1.44,0.736807248351295,1
WBGene00020192,T03F1.11,Pharyngeal_muscle,64.43,Pharyngeal_epithelia,43.86,1.44,0.891925543871962,1
WBGene00021726,bath-10,Oxygen_sensory_neurons,20.50,Other_interneurons,13.28,1.44,0.798194153025704,1
WBGene00011689,T10C6.7,Cholinergic_neurons,6.16,Somatic_gonad_precursors,3.29,1.43,0.850649083157619,1
WBGene00001975,hmg-5,Germline,75.15,Pharyngeal_neurons,51.40,1.43,0.819278378225447,1
WBGene00009381,F34H10.4,flp-1(+)_interneurons,35.43,Pharyngeal_neurons,23.71,1.43,0.833522996622989,1
WBGene00008354,gcsh-1,Intestine,10.23,Non-seam_hypodermis,6.14,1.43,0.979966332556173,1
WBGene00014102,best-25,Distal_tip_cells,6.00,Excretory_cells,3.19,1.43,0.999999998885368,1
WBGene00013138,Y53C10A.10,Excretory_cells,9.55,Cholinergic_neurons,5.66,1.43,0.847491825561044,1
WBGene00020286,T06A10.3,Germline,27.89,Pharyngeal_neurons,18.46,1.43,0.819985192590819,1
WBGene00006726,ubl-5,GABAergic_neurons,24.50,Cholinergic_neurons,16.10,1.43,0.689802106204739,1
WBGene00019021,F57H12.6,Rectum,19.17,Excretory_cells,12.39,1.43,0.870667403262662,1
WBGene00022377,gpx-4,Germline,15.80,Sex_myoblasts,10.03,1.43,0.864805074412094,1
WBGene00009091,F23D12.7,Body_wall_muscle,9.71,Pharyngeal_neurons,5.78,1.43,0.912336615121437,1
WBGene00012702,ztf-20,Germline,20.01,Somatic_gonad_precursors,12.98,1.43,0.978467973636308,1
WBGene00010176,F56H11.6,Rectum,17.22,Oxygen_sensory_neurons,11.04,1.43,0.876630448971431,1
WBGene00017886,F28B3.5,Germline,70.70,Canal_associated_neurons,48.46,1.43,0.876442465912296,1
WBGene00020394,T10B5.8,Vulval_precursors,23.84,Excretory_cells,15.68,1.43,0.916712397857896,1
WBGene00021054,fbxb-118,Socket_cells,7.72,Cholinergic_neurons,4.40,1.43,0.768102574485632,1
WBGene00015353,C02F5.13,Pharyngeal_neurons,48.13,Socket_cells,32.67,1.43,0.758013200447623,1
WBGene00000019,abt-1,Ciliated_sensory_neurons,24.20,Sex_myoblasts,15.94,1.43,0.91266204729443,1
WBGene00000988,dhs-25,Intestine,124.49,Rectum,86.15,1.43,0.895563138493514,1
WBGene00017938,F31A3.3,Touch_receptor_neurons,24.13,Distal_tip_cells,15.90,1.43,0.696684854997928,1
WBGene00009162,F26E4.7,Intestine,124.37,Pharyngeal_epithelia,86.14,1.43,0.784775078983249,1
WBGene00016192,bcl-7,Oxygen_sensory_neurons,33.20,Cholinergic_neurons,22.27,1.43,0.690538633454934,1
WBGene00015055,pitr-3,Am/PH_sheath_cells,152.21,Excretory_cells,105.67,1.43,0.698799503710796,1
WBGene00044261,Y87G2A.20,Touch_receptor_neurons,16.01,Rectum,10.22,1.43,0.991986577275826,1
WBGene00021131,W10D9.3,Excretory_cells,51.94,Coelomocytes,35.43,1.43,0.72248518337867,1
WBGene00012921,Y46G5A.36,Non-seam_hypodermis,42.84,Rectum,29.06,1.43,0.954740769323313,1
WBGene00001235,elb-1,Distal_tip_cells,100.60,GABAergic_neurons,69.61,1.42,0.852172894570579,1
WBGene00020945,clec-219,Am/PH_sheath_cells,4.58,Pharyngeal_epithelia,2.22,1.42,0.729344915279328,1
WBGene00003475,mtm-1,Germline,112.72,Pharyngeal_gland,78.21,1.42,0.983516866975803,1
WBGene00020566,ttr-7,Touch_receptor_neurons,15.84,Pharyngeal_gland,10.14,1.42,0.937393021131295,1
WBGene00001761,gst-13,Intestine,19.68,Rectum,12.84,1.42,0.785390399974704,1
WBGene00010839,chl-1,Germline,192.67,Distal_tip_cells,134.57,1.42,0.888329661154797,1
WBGene00004001,pgp-7,Pharyngeal_neurons,7.88,Pharyngeal_gland,4.55,1.42,0.791985285199597,1
WBGene00020019,R12B2.3,Canal_associated_neurons,25.05,Ciliated_sensory_neurons,16.64,1.42,0.79729181780893,1
WBGene00011488,nra-2,Somatic_gonad_precursors,351.81,Distal_tip_cells,246.76,1.42,0.886244019788014,1
WBGene00018355,ceh-86,Pharyngeal_gland,31.28,Excretory_cells,21.03,1.42,0.775165479603777,1
WBGene00011890,mics-1,Germline,53.64,Pharyngeal_neurons,36.82,1.42,0.952788900427043,1
WBGene00011271,flad-1,Germline,112.98,Canal_associated_neurons,78.74,1.42,0.790675230633245,1
WBGene00011442,T04F8.3,Pharyngeal_neurons,51.81,Canal_associated_neurons,35.57,1.42,0.829231969976776,1
WBGene00008545,F07A11.1,Pharyngeal_neurons,36.75,Touch_receptor_neurons,24.95,1.42,0.776063935680675,1
WBGene00017243,F08C6.5,Pharyngeal_epithelia,16.13,Ciliated_sensory_neurons,10.40,1.41,0.754906733591226,1
WBGene00019212,zmp-2,Seam_cells,144.12,Rectum,100.97,1.41,0.693830358399098,1
WBGene00017268,hmgr-1,Rectum,130.75,Oxygen_sensory_neurons,91.51,1.41,0.809777572487861,1
WBGene00001412,fem-2,Germline,105.79,Pharyngeal_muscle,73.86,1.41,0.706568717025938,1
WBGene00014066,rev-1,Germline,186.58,Canal_associated_neurons,131.05,1.41,0.922919882797971,1
WBGene00019699,math-34,Intestine,3.63,Other_interneurons,1.58,1.41,0.999999999211836,1
WBGene00016181,C28C12.11,Socket_cells,5.34,Non-seam_hypodermis,2.78,1.41,0.767540977855716,1
WBGene00020970,W03A5.6,Canal_associated_neurons,61.43,Sex_myoblasts,42.56,1.41,0.697057309177303,1
WBGene00019673,K12C11.1,Intestine,108.91,Socket_cells,76.31,1.41,0.856924647943075,1
WBGene00012014,T25B9.8,Germline,68.64,Socket_cells,47.75,1.41,0.976640954902217,1
WBGene00020400,T10B11.4,Sex_myoblasts,18.58,flp-1(+)_interneurons,12.20,1.41,0.933969727508045,1
WBGene00019862,nrde-3,Somatic_gonad_precursors,114.82,Vulval_precursors,80.60,1.41,0.959979127816037,1
WBGene00006930,vit-6,Distal_tip_cells,8.61,Vulval_precursors,5.12,1.41,0.755174735015064,1
WBGene00001391,far-7,Am/PH_sheath_cells,117.73,Rectum,82.76,1.41,0.726376012209522,1
WBGene00019003,F57B10.5,Distal_tip_cells,98.53,Pharyngeal_neurons,69.15,1.40,0.92197178609594,1
WBGene00004038,plc-3,Intestine,325.05,Pharyngeal_epithelia,230.51,1.40,0.945227633954641,1
WBGene00018603,F48E3.2,Other_interneurons,17.87,GABAergic_neurons,11.74,1.40,0.714667414374937,1
WBGene00008075,C43F9.7,flp-1(+)_interneurons,39.05,Other_interneurons,26.83,1.40,0.77961255963515,1
WBGene00003587,ned-8,Vulval_precursors,74.50,flp-1(+)_interneurons,52.11,1.40,0.692648752629494,1
WBGene00008285,C53D6.8,Pharyngeal_neurons,11.56,Cholinergic_neurons,7.24,1.40,0.892054316535611,1
WBGene00009009,F21D5.4,Socket_cells,22.35,Canal_associated_neurons,14.94,1.40,0.698552655419673,1
WBGene00007344,C05E7.2,Excretory_cells,167.17,Non-seam_hypodermis,118.26,1.40,0.776957001893135,1
WBGene00019314,K02E7.10,Non-seam_hypodermis,4.06,Intestine,1.90,1.40,0.898188526031477,1
WBGene00007068,cTel55X.1,Intestine,134.27,Am/PH_sheath_cells,94.83,1.40,0.806558567113584,1
WBGene00044319,tag-266,Germline,40.93,Pharyngeal_epithelia,28.22,1.40,0.839742574738454,1
WBGene00010501,K02C4.2,Non-seam_hypodermis,22.41,Rectum,15.02,1.40,0.851122435019295,1
WBGene00022128,Y71F9B.6,Intestine,49.40,Germline,34.31,1.40,0.983062714024782,1
WBGene00007645,C17E4.6,Germline,226.44,Ciliated_sensory_neurons,160.90,1.40,0.995350875034351,1
WBGene00007448,C08F8.6,Am/PH_sheath_cells,7.98,Somatic_gonad_precursors,4.71,1.40,0.975206334237452,1
WBGene00001764,gst-16,Am/PH_sheath_cells,40.92,Rectum,28.32,1.40,0.948642805171593,1
WBGene00017828,F26F4.6,Germline,81.72,Other_interneurons,57.56,1.40,0.992552357513322,1
WBGene00007229,C01G6.9,Rectum,45.33,Oxygen_sensory_neurons,31.53,1.39,0.785349159573654,1
WBGene00016489,C36E6.1,Canal_associated_neurons,106.86,GABAergic_neurons,75.75,1.39,0.723241319095972,1
WBGene00010122,F55G11.1,Intestinal/rectal_muscle,37.40,Sex_myoblasts,25.88,1.39,0.845694284946068,1
WBGene00020866,vps-24,Germline,91.77,Pharyngeal_gland,64.97,1.39,0.892167784276113,1
WBGene00011218,R10E11.6,GABAergic_neurons,45.47,Socket_cells,31.70,1.39,0.717428200028952,1
WBGene00013834,clec-261,Cholinergic_neurons,5.86,Intestine,3.22,1.39,0.707903660865777,1
WBGene00022368,Y92H12BR.2,Rectum,79.64,Oxygen_sensory_neurons,56.28,1.39,0.739756611599587,1
WBGene00006609,tre-3,Intestine,161.84,Ciliated_sensory_neurons,115.42,1.39,0.701391023807502,1
WBGene00050889,T04C12.9,Ciliated_sensory_neurons,6.79,Am/PH_sheath_cells,3.89,1.39,0.717189787272529,1
WBGene00044666,F33G12.7,Coelomocytes,16.62,Other_interneurons,10.96,1.39,0.761542684175065,1
WBGene00000738,col-165,Excretory_cells,4.91,Intestine,2.53,1.39,1,1
WBGene00000798,crn-5,Germline,30.03,Vulval_precursors,20.62,1.39,0.715158452740654,1
WBGene00017709,F22E5.11,Am/PH_sheath_cells,39.51,Ciliated_sensory_neurons,27.44,1.39,0.908829259232493,1
WBGene00010551,smg-8,Germline,132.06,Canal_associated_neurons,94.07,1.39,0.814129759475024,1
WBGene00022613,sek-3,Pharyngeal_muscle,72.07,Pharyngeal_gland,50.89,1.39,0.81008396870925,1
WBGene00009554,F39B2.3,Germline,32.33,Ciliated_sensory_neurons,22.28,1.39,0.776796816856509,1
WBGene00009736,F45G2.10,Touch_receptor_neurons,58.32,Canal_associated_neurons,41.02,1.39,0.776718723197067,1
WBGene00020895,T28D9.3,Body_wall_muscle,43.19,Intestine,30.12,1.39,0.796217743166896,1
WBGene00016916,C54D2.2,Cholinergic_neurons,22.87,Other_interneurons,15.49,1.39,0.824930576639932,1
WBGene00013009,fbxc-23,Am/PH_sheath_cells,12.82,Somatic_gonad_precursors,8.25,1.39,0.779228474477106,1
WBGene00011036,edc-3,Germline,161.64,Touch_receptor_neurons,115.58,1.39,0.708656845652519,1
WBGene00021671,Y48G1BM.6,Germline,42.74,Rectum,29.84,1.39,0.88494907191063,1
WBGene00010951,M199.2,Other_interneurons,40.79,Socket_cells,28.43,1.39,0.720063053166261,1
WBGene00013303,Y57G11C.5,Seam_cells,5.97,Intestinal/rectal_muscle,3.30,1.39,0.979869910266174,1
WBGene00010008,F53H4.3,Excretory_cells,218.15,Socket_cells,156.45,1.39,0.697441827231056,1
WBGene00015948,C18A11.2,Pharyngeal_neurons,53.16,Other_interneurons,37.40,1.38,0.700524713264199,1
WBGene00009045,F22B5.10,Germline,153.98,Sex_myoblasts,110.25,1.38,0.758168916540492,1
WBGene00009635,F42F12.3,Coelomocytes,17.91,Excretory_cells,11.94,1.38,0.735165404854406,1
WBGene00044142,H13N06.7,Intestine,14.90,Socket_cells,9.77,1.38,0.792727545328354,1
WBGene00014029,ZK637.12,Excretory_cells,14.21,Non-seam_hypodermis,9.27,1.38,0.991789176034276,1
WBGene00008358,nspc-18,Excretory_cells,28.42,Other_interneurons,19.54,1.38,0.721608541211613,1
WBGene00009576,F40F8.3,flp-1(+)_interneurons,16.35,Pharyngeal_gland,10.82,1.38,0.931306718018939,1
WBGene00011636,cec-3,Germline,230.18,Canal_associated_neurons,165.45,1.38,0.73267258962565,1
WBGene00010755,vglu-2,Non-seam_hypodermis,125.40,Rectum,89.68,1.38,0.716244911800945,1
WBGene00019725,algn-14,Excretory_cells,34.11,Vulval_precursors,23.67,1.38,0.785176922070035,1
WBGene00010522,K03A11.5,Intestine,110.45,Touch_receptor_neurons,78.96,1.38,0.871796246494705,1
WBGene00006216,str-172,GABAergic_neurons,21.93,Canal_associated_neurons,14.89,1.38,0.837298553037568,1
WBGene00018415,nhr-184,Oxygen_sensory_neurons,60.72,Coelomocytes,43.04,1.38,0.698850775545445,1
WBGene00009026,F21G4.5,Seam_cells,21.24,Rectum,14.40,1.38,0.837396792713164,1
WBGene00021193,math-44,Germline,32.78,Pharyngeal_muscle,22.78,1.38,0.773700929321992,1
WBGene00077693,T04C12.11,Vulval_precursors,100.76,Socket_cells,72.13,1.38,0.958620621300106,1
WBGene00020517,hpo-8,Somatic_gonad_precursors,65.28,Non-seam_hypodermis,46.40,1.38,0.939041396873633,1
WBGene00012555,Y37D8A.17,Germline,54.31,Sex_myoblasts,38.43,1.38,0.876804832305344,1
WBGene00003245,mig-13,Distal_tip_cells,130.80,Vulval_precursors,94.02,1.38,0.981351348041678,1
WBGene00003898,oxi-1,Germline,125.25,Pharyngeal_neurons,90.00,1.38,0.938323759517432,1
WBGene00016622,mafr-1,Germline,44.77,Socket_cells,31.54,1.38,0.969149560174914,1
WBGene00005178,srg-21,Distal_tip_cells,17.82,Ciliated_sensory_neurons,11.96,1.38,0.925331153093038,1
WBGene00011334,mrps-14,Germline,103.01,Pharyngeal_gland,73.92,1.37,0.899730960053564,1
WBGene00020501,T14B4.5,Vulval_precursors,37.91,Excretory_cells,26.58,1.37,0.941191851822767,1
WBGene00013550,Y75B8A.14,Sex_myoblasts,109.42,Canal_associated_neurons,78.68,1.37,0.690104987020808,1
WBGene00009182,F26H11.4,Germline,62.61,Excretory_cells,44.61,1.37,0.995589455930415,1
WBGene00268196,F59A7.14,flp-1(+)_interneurons,31.89,Cholinergic_neurons,22.23,1.37,0.882816398112883,1
WBGene00008381,D1081.3,flp-1(+)_interneurons,14.40,Sex_myoblasts,9.49,1.37,0.898740767086728,1
WBGene00019498,K07E8.7,Germline,62.92,Pharyngeal_muscle,44.85,1.37,0.857035364089823,1
WBGene00006735,ula-1,Germline,91.68,Canal_associated_neurons,65.81,1.37,0.6918640552043,1
WBGene00010054,F54D5.11,Germline,95.74,GABAergic_neurons,68.82,1.37,0.759838704214501,1
WBGene00015216,valv-1,Rectum,30.17,Vulval_precursors,21.02,1.37,0.778271052453771,1
WBGene00206376,F47E1.17,Touch_receptor_neurons,59.21,Socket_cells,42.22,1.37,0.715035577909232,1
WBGene00018041,F35D2.3,Somatic_gonad_precursors,219.82,Socket_cells,159.56,1.37,0.730656104407973,1
WBGene00012424,dlc-3,Body_wall_muscle,9.05,Pharyngeal_gland,5.61,1.37,0.939626428958087,1
WBGene00004891,smr-1,Germline,77.96,Pharyngeal_neurons,55.95,1.37,0.737009589205042,1
WBGene00019269,H41C03.2,Ciliated_sensory_neurons,54.39,Canal_associated_neurons,38.74,1.37,0.749796479227128,1
WBGene00003391,mog-3,Germline,244.42,Socket_cells,177.63,1.37,0.810369000608673,1
WBGene00016741,C48B6.3,Germline,62.59,Excretory_cells,44.75,1.37,0.699424581408903,1
WBGene00007105,B0035.1,Germline,126.39,Distal_tip_cells,91.40,1.37,0.830024114685695,1
WBGene00013749,Y113G7A.12,GABAergic_neurons,8.65,Cholinergic_neurons,5.33,1.37,0.80514075915287,1
WBGene00017767,F25B4.4,Pharyngeal_neurons,32.35,Pharyngeal_muscle,22.67,1.37,0.71137739991861,1
WBGene00044891,T07C4.12,Germline,26.16,Sex_myoblasts,18.13,1.37,0.876534458654023,1
WBGene00007556,C14A4.3,Somatic_gonad_precursors,110.29,Vulval_precursors,79.68,1.37,0.71075788088615,1
WBGene00006526,tax-4,Ciliated_sensory_neurons,63.77,Oxygen_sensory_neurons,45.66,1.37,0.697452932823958,1
WBGene00219449,Y38A10A.11,Pharyngeal_neurons,10.69,Socket_cells,6.82,1.37,0.941180440593622,1
WBGene00022502,ZC13.1,Other_interneurons,28.98,Excretory_cells,20.21,1.37,0.764801366072051,1
WBGene00013040,Y49E10.21,Germline,88.25,Vulval_precursors,63.59,1.37,0.743555944126713,1
WBGene00017078,D2096.11,Germline,31.60,Somatic_gonad_precursors,22.13,1.37,0.893161156625208,1
WBGene00009745,F45H11.5,Oxygen_sensory_neurons,22.15,Distal_tip_cells,15.22,1.37,0.846730927085498,1
WBGene00005642,srp-1,Body_wall_muscle,16.72,Pharyngeal_epithelia,11.24,1.37,0.952212924592822,1
WBGene00017484,F15E6.3,Rectum,93.75,Non-seam_hypodermis,67.84,1.36,0.923430538487917,1
WBGene00022455,tyms-1,Somatic_gonad_precursors,70.87,Vulval_precursors,51.05,1.36,0.966447476149146,1
WBGene00009495,hrg-6,Somatic_gonad_precursors,5.46,Intestine,3.01,1.36,0.837402472603428,1
WBGene00019486,K07D4.6,Distal_tip_cells,38.75,Socket_cells,27.47,1.36,0.72264464957064,1
WBGene00003685,nhr-95,Other_interneurons,76.60,Canal_associated_neurons,55.28,1.36,0.707437613795624,1
WBGene00005809,srw-62,Pharyngeal_gland,2.04,Seam_cells,0.50,1.36,0.737698072072986,1
WBGene00004086,pph-4.2,Germline,61.19,Rectum,44.04,1.36,0.95876956316112,1
WBGene00000010,aat-9,Germline,164.24,Canal_associated_neurons,119.89,1.36,0.725231561408247,1
WBGene00006865,slcf-2,Am/PH_sheath_cells,117.24,GABAergic_neurons,85.33,1.36,0.903707545378902,1
WBGene00014226,ZK1098.11,Oxygen_sensory_neurons,32.79,GABAergic_neurons,23.15,1.36,0.886094298226901,1
WBGene00044527,Y39H10B.2,Somatic_gonad_precursors,11.75,Am/PH_sheath_cells,7.66,1.36,0.971603752480909,1
WBGene00000436,ceh-12,Cholinergic_neurons,15.14,GABAergic_neurons,10.16,1.36,0.894314956283254,1
WBGene00011633,T09A5.4,Cholinergic_neurons,15.91,Other_interneurons,10.73,1.36,0.790913120826676,1
WBGene00044509,K07H8.12,Pharyngeal_neurons,25.48,Touch_receptor_neurons,17.82,1.35,0.84413891051692,1
WBGene00000975,dhs-12,Am/PH_sheath_cells,72.70,Pharyngeal_epithelia,52.71,1.35,0.698978641161969,1
WBGene00008116,C46E1.3,Am/PH_sheath_cells,20.84,Distal_tip_cells,14.40,1.35,0.840131650642956,1
WBGene00012356,W09D6.1,Germline,56.88,Somatic_gonad_precursors,41.06,1.35,0.718061011713523,1
WBGene00022309,rpc-11,Sex_myoblasts,26.18,Cholinergic_neurons,18.37,1.35,0.815679761154531,1
WBGene00009667,F43G9.4,Germline,71.55,Canal_associated_neurons,51.98,1.35,0.849648160589086,1
WBGene00004151,pqn-68,Pharyngeal_muscle,16.81,Sex_myoblasts,11.44,1.35,0.839699622426066,1
WBGene00020450,fbxa-10,Somatic_gonad_precursors,14.54,Pharyngeal_epithelia,9.77,1.35,0.910637188440184,1
WBGene00013807,Y116A8C.30,Canal_associated_neurons,84.87,Sex_myoblasts,61.93,1.35,0.77241257575955,1
WBGene00043051,C29E4.13,Germline,51.52,flp-1(+)_interneurons,37.20,1.35,0.909938840261649,1
WBGene00009024,F21G4.3,Seam_cells,38.71,Am/PH_sheath_cells,27.71,1.35,0.884502037585609,1
WBGene00015531,C06E4.2,Pharyngeal_muscle,44.38,Cholinergic_neurons,31.92,1.35,0.72289295264369,1
WBGene00044617,bus-1,Oxygen_sensory_neurons,30.36,Ciliated_sensory_neurons,21.53,1.35,0.712970681810408,1
WBGene00008343,C56A3.4,Pharyngeal_gland,43.84,Vulval_precursors,31.54,1.35,0.747301506040187,1
WBGene00013163,Y53F4B.17,Other_interneurons,6.68,Cholinergic_neurons,3.96,1.35,0.696297768967598,1
WBGene00019425,K06A1.2,Excretory_cells,26.32,Socket_cells,18.54,1.35,0.919871621712329,1
WBGene00022877,wago-5,Rectum,2.37,Seam_cells,0.76,1.35,0.766491384063983,1
WBGene00011641,T09A5.15,Oxygen_sensory_neurons,18.21,Sex_myoblasts,12.53,1.35,0.835308275192882,1
WBGene00012996,pinn-4,Oxygen_sensory_neurons,59.33,Canal_associated_neurons,43.14,1.34,0.756435063390567,1
WBGene00021093,W08F4.3,Somatic_gonad_precursors,177.96,Vulval_precursors,131.48,1.34,0.894343688867415,1
WBGene00018859,F55A4.7,Pharyngeal_muscle,11.76,Pharyngeal_gland,7.75,1.34,0.8621719684041,1
WBGene00001646,gna-1,Am/PH_sheath_cells,37.53,Pharyngeal_gland,26.95,1.34,0.790125699012178,1
WBGene00050936,ZK856.16,Distal_tip_cells,18.54,Germline,12.81,1.34,0.825694186112001,1
WBGene00020060,srab-16,Ciliated_sensory_neurons,8.11,flp-1(+)_interneurons,5.04,1.34,0.873512504786595,1
WBGene00010999,R03G8.4,Socket_cells,7.33,Pharyngeal_epithelia,4.46,1.34,0.726897577378571,1
WBGene00021347,rpb-10,Pharyngeal_neurons,25.52,Sex_myoblasts,18.02,1.34,0.697639001908059,1
WBGene00007720,C25D7.10,Sex_myoblasts,38.37,Pharyngeal_muscle,27.59,1.34,0.698105111820856,1
WBGene00005015,spt-5,Germline,241.48,Canal_associated_neurons,178.96,1.34,0.735338567760986,1
WBGene00015788,C15B12.8,GABAergic_neurons,9.43,Intestinal/rectal_muscle,6.03,1.34,0.787355060370178,1
WBGene00006977,zif-1,Germline,63.62,Distal_tip_cells,46.45,1.34,0.806703509323847,1
WBGene00013776,Y116A8A.6,Pharyngeal_gland,13.78,Socket_cells,9.28,1.34,0.845832365096735,1
WBGene00003079,lsm-5,Canal_associated_neurons,47.84,Pharyngeal_neurons,34.71,1.34,0.804914295931814,1
WBGene00000097,aip-1,Am/PH_sheath_cells,116.10,Ciliated_sensory_neurons,85.72,1.34,0.909491053524992,1
WBGene00000410,cdk-9,Germline,90.69,Pharyngeal_muscle,66.77,1.34,0.939263118915336,1
WBGene00013095,ing-3,Germline,156.71,Canal_associated_neurons,116.14,1.34,0.858185635147087,1
WBGene00019828,R02E12.4,Oxygen_sensory_neurons,24.21,Cholinergic_neurons,17.11,1.34,0.722567366879027,1
WBGene00014999,AH9.3,Other_interneurons,66.34,Canal_associated_neurons,48.62,1.34,0.739477382796559,1
WBGene00014115,gld-4,Germline,280.36,flp-1(+)_interneurons,208.69,1.34,0.999626500453316,1
WBGene00006964,xrn-2,Germline,300.84,Canal_associated_neurons,224.01,1.34,0.925307419589025,1
WBGene00016762,ugt-24,Pharyngeal_muscle,31.76,Pharyngeal_epithelia,22.75,1.34,0.887141771308562,1
WBGene00206513,B0244.15,Intestine,3.30,Vulval_precursors,1.47,1.34,0.99999999933019,1
WBGene00016124,dnc-4,Germline,92.73,Distal_tip_cells,68.39,1.34,0.875416932245345,1
WBGene00011906,hsp-12.1,Body_wall_muscle,38.88,Intestinal/rectal_muscle,28.10,1.34,0.860120119253487,1
WBGene00006724,ubh-4,Germline,161.48,Intestinal/rectal_muscle,119.88,1.34,0.726866406560722,1
WBGene00004394,rol-1,Excretory_cells,13.29,Non-seam_hypodermis,8.96,1.34,0.88333120834058,1
WBGene00007689,C18E9.9,Pharyngeal_gland,87.29,flp-1(+)_interneurons,64.39,1.33,0.750559740614228,1
WBGene00007185,nlp-36,Pharyngeal_gland,27.18,flp-1(+)_interneurons,19.38,1.33,0.910208452371285,1
WBGene00015501,C06A5.3,Germline,287.57,Socket_cells,214.82,1.33,0.996731114213705,1
WBGene00006576,tkr-1,Pharyngeal_neurons,35.85,Ciliated_sensory_neurons,25.91,1.33,0.725366488435557,1
WBGene00018930,F56B3.6,Intestinal/rectal_muscle,4.63,Intestine,2.48,1.33,0.82050571890845,1
WBGene00013771,Y113G7C.1,Ciliated_sensory_neurons,7.81,flp-1(+)_interneurons,4.87,1.33,0.98014486442483,1
WBGene00001735,grl-26,Pharyngeal_muscle,6.67,Pharyngeal_epithelia,4.01,1.33,0.950545335416468,1
WBGene00019913,R06B10.2,Coelomocytes,13.42,Intestine,9.09,1.33,0.741060677443557,1
WBGene00019735,M02F4.1,Other_interneurons,13.09,Cholinergic_neurons,8.84,1.33,0.776755467482051,1
WBGene00009994,F53F4.12,Germline,76.41,Oxygen_sensory_neurons,56.44,1.33,0.707195794010941,1
WBGene00021046,sedl-1,Pharyngeal_gland,30.96,Pharyngeal_epithelia,22.27,1.33,0.803657689770216,1
WBGene00015196,B0454.5,Oxygen_sensory_neurons,4.16,Vulval_precursors,2.13,1.33,0.83072176859341,1
WBGene00011684,T10B10.8,Canal_associated_neurons,63.88,Ciliated_sensory_neurons,47.04,1.33,0.790468067268672,1
WBGene00022260,Y73C8B.3,Intestine,55.89,Distal_tip_cells,41.04,1.33,0.798024811107918,1
WBGene00000408,cdk-7,Germline,165.86,Pharyngeal_neurons,123.78,1.33,0.797132385513954,1
WBGene00003575,ncx-10,Pharyngeal_epithelia,6.77,Pharyngeal_muscle,4.09,1.33,0.844567203714301,1
WBGene00014093,ZK829.1,Am/PH_sheath_cells,50.26,Seam_cells,36.83,1.33,0.851479184364124,1
WBGene00000536,clk-1,GABAergic_neurons,53.33,flp-1(+)_interneurons,39.14,1.33,0.694197676460404,1
WBGene00019970,R08F11.7,Ciliated_sensory_neurons,6.32,Pharyngeal_gland,3.76,1.33,0.971888738063059,1
WBGene00013509,Y71A12B.12,Intestinal/rectal_muscle,41.30,Oxygen_sensory_neurons,30.11,1.33,0.761472252697,1
WBGene00021841,Y54E10BR.2,Distal_tip_cells,22.93,Sex_myoblasts,16.28,1.33,0.875053239179253,1
WBGene00021244,Y22D7AL.4,Canal_associated_neurons,42.26,Other_interneurons,30.84,1.33,0.798960660025117,1
WBGene00001079,dpy-20,Rectum,128.68,Seam_cells,95.95,1.33,0.699529985854715,1
