Table S10: Differential expression test results for posterior vs. other intestine.,,,,,
gene_id,symbol,q-value,posterior TPM,other TPM,"moderated log2
(posterior / other)"
WBGene00017430,bcl-11,0.908306488915025,268.503,232.113,0.204
WBGene00019629,cid-1,0.908338010856186,171.084,150.069,0.179
WBGene00001441,fkh-9,0.910076544437213,365.675,327.330,0.155
WBGene00006776,unc-40,0.910076544437213,160.542,166.291,-0.042
WBGene00018953,F56C9.10,0.910076544437213,373.219,317.288,0.230
WBGene00007428,wdr-20,0.910500890437574,148.458,169.421,-0.181
WBGene00017075,nap-1,0.91220219568865,349.607,290.974,0.260
WBGene00006472,tag-123,0.914151785208847,120.152,93.521,0.346
WBGene00018891,F55F8.3,0.914151785208847,129.866,105.807,0.282
WBGene00006527,tax-6,0.9143019113356,418.805,452.362,-0.108
WBGene00003582,dcap-2,0.914446162176157,264.322,204.704,0.362
WBGene00006911,vha-2,0.91487997271155,103.161,121.508,-0.222
WBGene00003620,nhr-21,0.915089813669907,130.350,103.624,0.317
WBGene00003711,nhr-121,0.915089813669907,127.018,109.050,0.207
WBGene00006742,unc-2,0.915901041178041,15.820,18.501,-0.137
WBGene00000991,dhs-28,0.916799202661149,391.060,402.407,-0.038
WBGene00002074,ima-3,0.916799202661149,210.789,212.223,-0.003
WBGene00009103,rtfo-1,0.916799202661149,108.802,95.545,0.172
WBGene00011729,set-16,0.916799202661149,455.273,405.019,0.165
WBGene00021685,herc-1,0.916799202661149,129.800,93.665,0.455
WBGene00007000,tufm-1,0.917534396020287,454.724,502.924,-0.142
WBGene00003072,lrp-2,0.917827881003885,126.825,68.822,0.861
WBGene00001196,egl-30,0.91791246534546,336.648,344.442,-0.029
WBGene00009027,F21G4.6,0.91791246534546,183.569,135.864,0.424
WBGene00015141,ugt-46,0.91791246534546,194.065,196.798,-0.013
WBGene00022718,ZK370.4,0.91791246534546,315.792,283.007,0.153
WBGene00003911,pak-1,0.918583062785776,111.974,99.525,0.156
WBGene00017687,ets-4,0.918799287555471,143.077,137.364,0.048
WBGene00008514,F02A9.4,0.919197609500728,191.325,265.700,-0.466
WBGene00017797,symk-1,0.919197609500728,85.416,95.220,-0.140
WBGene00019592,K09F6.9,0.919197609500728,422.485,479.390,-0.179
WBGene00019971,ergo-1,0.919197609500728,115.846,89.049,0.363
WBGene00003830,num-1,0.919560414415811,83.920,132.148,-0.638
WBGene00002005,hsp-1,0.920976591807365,934.881,810.012,0.205
WBGene00014249,ZK1307.8,0.921342635318371,423.845,405.660,0.060
WBGene00020006,set-15,0.921342635318371,120.098,87.338,0.443
WBGene00015743,soap-1,0.922137043736977,289.678,308.185,-0.084
WBGene00022286,rga-4,0.922137043736977,214.050,190.316,0.162
WBGene00012712,ttm-1,0.922338237737516,208.590,189.402,0.132
WBGene00004143,pqn-59,0.922471731161338,249.244,315.967,-0.336
WBGene00001173,egl-4,0.922774493506627,870.479,806.422,0.108
WBGene00004755,sec-24.1,0.925022019065952,384.373,329.305,0.219
WBGene00004955,spd-5,0.925022019065952,322.314,346.712,-0.101
WBGene00007645,C17E4.6,0.92605202869383,118.536,99.307,0.241
WBGene00020706,atg-9,0.92605202869383,76.192,108.517,-0.491
WBGene00016968,epg-5,0.926319030814412,238.515,271.112,-0.179
WBGene00004978,spg-7,0.927093772048416,414.444,330.359,0.323
WBGene00012907,cpt-1,0.927522556599215,754.312,683.191,0.141
WBGene00004759,sel-1,0.929228027598971,411.867,419.212,-0.022
WBGene00006438,nrfl-1,0.929494157996993,491.298,427.529,0.197
WBGene00004318,rbg-2,0.930015273509104,217.246,172.184,0.327
WBGene00019237,H24G06.1,0.930015273509104,928.156,769.092,0.269
WBGene00006727,ubq-1,0.930118455696381,440.573,463.514,-0.070
WBGene00003658,nhr-68,0.930331649351908,141.790,190.306,-0.414
WBGene00008430,hgap-2,0.930576340918011,467.841,428.816,0.122
WBGene00006369,sym-4,0.931072082301721,487.729,487.802,0.003
WBGene00006384,taf-3,0.931072082301721,197.076,151.508,0.370
WBGene00006739,ulp-4,0.931072082301721,184.863,164.482,0.160
WBGene00013985,sec-16,0.931072082301721,133.439,170.739,-0.345
WBGene00001635,gly-10,0.932347957357676,142.960,148.798,-0.048
WBGene00002187,kgb-1,0.932347957357676,130.951,153.584,-0.219
WBGene00004350,rgs-7,0.932347957357676,162.412,159.052,0.021
WBGene00011146,pde-2,0.932347957357676,526.429,477.488,0.138
WBGene00013688,riok-2,0.932347957357676,162.547,115.555,0.480
WBGene00019457,vms-1,0.932347957357676,100.884,134.370,-0.399
WBGene00003477,mtm-5,0.932823138447514,312.896,264.219,0.238
WBGene00011639,ztf-17,0.933361691937403,129.206,144.319,-0.148
WBGene00006936,glp-4,0.933625303211191,1037.477,927.602,0.160
WBGene00000274,btf-1,0.933652677321049,122.781,97.379,0.320
WBGene00003593,nfm-1,0.933652677321049,120.227,99.277,0.262
WBGene00015926,C17H11.6,0.933652677321049,137.497,134.578,0.020
WBGene00017284,sec-6,0.933652677321049,148.142,101.449,0.532
WBGene00020197,mans-3,0.933652677321049,67.287,105.546,-0.628
WBGene00021276,Y23H5B.5,0.933652677321049,146.637,92.928,0.643
WBGene00000869,cyc-1,0.933704763947266,422.957,439.715,-0.053
WBGene00001189,egl-21,0.933704763947266,108.112,81.704,0.387
WBGene00003796,npp-10,0.933704763947266,295.104,282.612,0.057
WBGene00004049,parp-1,0.933704763947266,120.781,75.649,0.656
WBGene00004498,rps-29,0.933704763947266,110.973,90.920,0.272
WBGene00006479,tmbi-4,0.933704763947266,87.239,99.407,-0.172
WBGene00006957,wsp-1,0.933704763947266,102.315,86.764,0.221
WBGene00011116,pdcd-2,0.933704763947266,83.210,74.065,0.149
WBGene00012031,T25G3.4,0.933704763947266,199.018,240.435,-0.266
WBGene00013210,Y54G9A.7,0.933704763947266,75.453,79.863,-0.063
WBGene00015330,C02B10.5,0.933704763947266,91.694,90.370,0.005
WBGene00018285,smk-1,0.933704763947266,425.794,354.045,0.262
WBGene00019240,H24K24.3,0.933704763947266,65.813,80.822,-0.275
WBGene00019401,nuo-4,0.933704763947266,52.134,87.046,-0.712
WBGene00020107,R151.2,0.933704763947266,78.165,94.112,-0.250
WBGene00021681,Y48G1C.8,0.933704763947266,96.637,89.750,0.091
WBGene00012887,Y45F10D.7,0.933777078431109,121.698,76.414,0.653
WBGene00000761,coq-1,0.935188899926768,46.530,70.796,-0.575
WBGene00000892,cyn-16,0.935188899926768,60.029,91.667,-0.587
WBGene00001006,dlg-1,0.935188899926768,144.209,183.727,-0.339
WBGene00001582,gfi-2,0.935188899926768,207.357,175.177,0.235
WBGene00002240,ksr-2,0.935188899926768,76.754,59.803,0.336
WBGene00003393,mog-5,0.935188899926768,192.824,180.094,0.091
WBGene00003566,ncx-1,0.935188899926768,44.611,62.889,-0.463
WBGene00003697,nhr-107,0.935188899926768,93.134,58.602,0.644
WBGene00004111,pqn-21,0.935188899926768,117.342,99.498,0.224
WBGene00007412,stip-1,0.935188899926768,52.510,79.114,-0.564
WBGene00007859,mrps-31,0.935188899926768,67.031,76.235,-0.164
WBGene00008502,skih-2,0.935188899926768,182.353,174.244,0.057
WBGene00010178,yif-1,0.935188899926768,96.829,69.490,0.458
WBGene00010280,rde-12,0.935188899926768,376.945,371.250,0.018
WBGene00010713,uso-1,0.935188899926768,160.334,171.590,-0.089
WBGene00011531,rsbp-1,0.935188899926768,83.893,72.244,0.196
WBGene00011559,umps-1,0.935188899926768,147.759,145.050,0.017
WBGene00011776,hpo-5,0.935188899926768,47.704,69.931,-0.522
WBGene00012522,Y32B12B.2,0.935188899926768,79.889,64.517,0.286
WBGene00013737,tpst-1,0.935188899926768,59.301,73.142,-0.279
WBGene00013766,prmt-1,0.935188899926768,80.362,68.682,0.206
WBGene00013838,fbxa-31,0.935188899926768,182.403,144.090,0.330
WBGene00018522,F46H5.7,0.935188899926768,736.063,743.636,-0.013
WBGene00020090,R119.5,0.935188899926768,81.045,67.644,0.240
WBGene00020683,ribo-1,0.935188899926768,524.987,477.784,0.133
WBGene00011044,R05H10.3,0.93534517423297,71.210,59.766,0.229
WBGene00012149,VF13D12L.3,0.93534517423297,79.886,69.672,0.177
WBGene00013734,Y111B2A.10,0.93534517423297,50.648,67.799,-0.393
WBGene00017101,E02H9.3,0.93534517423297,44.375,67.539,-0.574
WBGene00019588,K09F6.5,0.93534517423297,59.590,65.462,-0.112
WBGene00011815,bath-43,0.935506561458233,58.952,63.752,-0.089
WBGene00004457,rpm-1,0.9356785508555,36.795,63.044,-0.738
WBGene00008882,F16B12.6,0.935852745250156,50.572,58.176,-0.174
WBGene00009174,F26H9.2,0.935852745250156,53.589,55.583,-0.026
WBGene00011737,sqst-1,0.935852745250156,289.840,241.614,0.257
WBGene00022489,Y119D3B.12,0.936057390893464,69.115,67.403,0.015
WBGene00000263,F23H11.5,0.936274542445912,39.650,47.439,-0.223
WBGene00001526,gck-1,0.936883254442304,311.573,239.325,0.375
WBGene00001560,gei-3,0.936883254442304,596.574,538.189,0.146
WBGene00021986,Y59C2A.3,0.936883254442304,155.417,122.236,0.335
WBGene00018890,F55F8.2,0.93707447873585,138.032,139.399,-0.004
WBGene00018923,eme-1,0.93774018587605,97.765,53.951,0.831
WBGene00010597,K06A4.7,0.937868585275774,42.134,43.674,-0.018
WBGene00012389,Y6B3B.4,0.938790568259412,265.643,294.870,-0.145
WBGene00015159,psd-1,0.938790568259412,69.604,55.970,0.289
WBGene00003073,lars-1,0.942634283194788,890.442,915.853,-0.039
WBGene00004862,sma-9,0.942634283194788,769.137,752.400,0.030
WBGene00005015,spt-5,0.942634283194788,154.450,186.793,-0.265
WBGene00008745,F13E6.1,0.942634283194788,44.497,35.563,0.283
WBGene00015356,tag-278,0.942634283194788,49.607,41.576,0.221
WBGene00018297,F41F3.3,0.942817972726853,171.819,122.095,0.481
WBGene00007030,epc-1,0.943976289818332,1095.276,1075.363,0.025
WBGene00013339,phf-14,0.943976289818332,33.734,48.068,-0.469
WBGene00016103,dpyd-1,0.943976289818332,246.509,239.228,0.037
WBGene00016496,C37C3.2,0.943976289818332,231.369,273.116,-0.233
WBGene00009460,ubr-5,0.944274108277497,1595.706,1417.919,0.169
WBGene00012769,Y41E3.11,0.944274108277497,439.219,366.036,0.259
WBGene00012896,snrp-200,0.944869950731011,469.643,432.408,0.116
WBGene00219271,F36H5.14,0.945229596797448,318.359,233.908,0.439
WBGene00010641,crml-1,0.945439486061607,335.261,282.580,0.242
WBGene00011696,eea-1,0.945489347956948,259.688,287.843,-0.143
WBGene00020102,R148.3,0.945748464156529,419.779,450.270,-0.098
WBGene00001837,hda-4,0.948010616040655,181.632,205.249,-0.168
WBGene00004762,sel-5,0.948010616040655,154.413,130.571,0.231
WBGene00004296,rad-50,0.948756580079735,137.402,125.332,0.121
WBGene00012341,catp-6,0.948756580079735,147.824,110.433,0.408
WBGene00020679,ogdh-1,0.948756580079735,1006.692,1149.237,-0.190
WBGene00001443,fli-1,0.949285315044976,166.740,182.872,-0.125
WBGene00007284,C03H12.1,0.949671882745389,107.946,105.421,0.021
WBGene00022425,plst-1,0.949671882745389,92.404,95.166,-0.027
WBGene00000552,cmd-1,0.950079281874612,347.036,368.264,-0.082
WBGene00011302,R166.2,0.950079281874612,136.625,88.516,0.610
WBGene00000914,daf-19,0.950095300163492,202.713,175.260,0.202
WBGene00003956,pcp-1,0.950095300163492,125.164,109.456,0.180
WBGene00015913,C17F4.7,0.950095300163492,390.642,387.367,0.008
WBGene00018674,F52C9.3,0.950095300163492,111.441,91.632,0.267
WBGene00020391,cct-7,0.950095300163492,89.495,118.036,-0.383
WBGene00022296,xpc-1,0.950095300163492,140.539,119.250,0.225
WBGene00021316,Y32H12A.8,0.951193267091611,1804.333,1855.039,-0.039
WBGene00004322,rcq-5,0.951615185540392,85.091,98.948,-0.201
WBGene00016939,C55B6.1,0.951615185540392,91.636,91.662,0.015
WBGene00003800,npp-14,0.951790633742241,169.016,183.614,-0.111
WBGene00006736,ulp-1,0.951790633742241,120.157,85.313,0.477
WBGene00006917,vha-8,0.951790633742241,92.929,106.365,-0.179
WBGene00007111,sart-3,0.951790633742241,104.787,85.933,0.269
WBGene00010266,dct-18,0.951790633742241,332.014,270.830,0.289
WBGene00013167,Y53F4B.21,0.951790633742241,129.868,105.677,0.284
WBGene00013225,Y56A3A.2,0.951790633742241,66.388,106.485,-0.660
WBGene00015966,C18C4.5,0.951790633742241,983.728,816.647,0.267
WBGene00020762,zer-1,0.952120562486795,288.851,234.576,0.294
WBGene00012983,men-1,0.952190959563498,148.086,147.808,0.012
WBGene00012458,ash-2,0.952411289141325,68.069,75.135,-0.121
WBGene00008372,D1054.5,0.952618073970506,53.584,16.362,1.626
WBGene00000479,cgh-1,0.952668420791932,59.161,86.639,-0.526
WBGene00000815,csn-3,0.952668420791932,44.573,68.792,-0.594
WBGene00001047,dnj-29,0.952668420791932,917.443,1078.976,-0.232
WBGene00001993,hpd-1,0.952668420791932,115.932,68.464,0.739
WBGene00002238,kars-1,0.952668420791932,72.034,86.842,-0.250
WBGene00006517,madd-3,0.952668420791932,63.150,94.773,-0.563
WBGene00006617,tars-1,0.952668420791932,388.605,417.129,-0.098
WBGene00008262,ril-1,0.952668420791932,58.318,94.235,-0.668
WBGene00010720,K09E4.2,0.952668420791932,73.754,58.214,0.317
WBGene00011122,cpt-2,0.952668420791932,622.322,473.374,0.392
WBGene00012243,W04D2.4,0.952668420791932,56.786,67.977,-0.234
WBGene00012347,W08G11.3,0.952668420791932,82.594,59.148,0.458
WBGene00013738,elpc-2,0.952668420791932,96.019,60.738,0.637
WBGene00019432,knl-2,0.952668420791932,91.542,70.420,0.358
WBGene00019938,R07E4.5,0.952668420791932,69.988,64.476,0.096
WBGene00020628,T20F5.6,0.952668420791932,86.382,78.199,0.125
WBGene00021683,Y48G1C.10,0.952668420791932,92.654,91.261,0.006
WBGene00022666,ZK154.4,0.952668420791932,40.196,74.653,-0.858
WBGene00021702,Y48G9A.9,0.952893715274684,148.470,163.012,-0.125
WBGene00011334,mrps-14,0.953334052992566,64.034,79.574,-0.291
WBGene00019329,ceeh-1,0.953998777401391,50.659,69.996,-0.438
WBGene00001169,eef-1A.2,0.954072093020473,1176.154,988.467,0.249
WBGene00016342,C33C12.10,0.954072093020473,68.176,55.097,0.281
WBGene00018898,F55F10.1,0.954072093020473,2006.679,1803.070,0.154
WBGene00021260,Y22D7AR.6,0.954072093020473,45.290,51.991,-0.168
WBGene00017776,F25B5.5,0.954566110782452,67.093,61.903,0.093
WBGene00013258,polg-1,0.955673789721398,69.936,51.170,0.423
WBGene00016661,C45B2.6,0.955936892325188,93.103,49.774,0.875
WBGene00011538,T06E6.1,0.957131532128995,65.528,52.525,0.292
WBGene00012386,agef-1,0.957131532128995,812.804,784.077,0.050
WBGene00022365,Y92H12BL.4,0.957903278643915,76.837,51.444,0.551
WBGene00015249,otub-4,0.958270346873376,34.822,44.310,-0.307
WBGene00001749,gst-1,0.95926951864972,80.803,31.918,1.296
WBGene00006461,tag-96,0.960328806453382,58.391,44.515,0.359
WBGene00007413,pro-2,0.960328806453382,114.711,108.996,0.061
WBGene00009393,clec-62,0.960328806453382,47.667,55.314,-0.185
WBGene00010306,golg-4,0.960328806453382,1035.960,1043.145,-0.009
WBGene00011067,vps-11,0.960328806453382,146.325,117.670,0.302
WBGene00015173,trpp-11,0.960328806453382,107.040,128.966,-0.255
WBGene00015430,C04E7.3,0.960328806453382,105.208,133.694,-0.332
WBGene00017467,F14F9.4,0.960328806453382,117.660,114.243,0.030
WBGene00003010,lin-24,0.960510013716944,118.133,125.898,-0.080
WBGene00001509,fzo-1,0.961301080188032,93.848,108.424,-0.193
WBGene00002035,hum-1,0.961301080188032,281.275,301.891,-0.097
WBGene00004076,pod-2,0.961301080188032,3564.995,3410.184,0.064
WBGene00006595,top-1,0.961301080188032,330.737,304.002,0.117
WBGene00019760,calu-1,0.961301080188032,84.867,120.428,-0.488
WBGene00013136,Y53C10A.5,0.961644577134809,84.136,131.563,-0.628
WBGene00000063,act-1,0.962561181002869,39.954,35.107,0.146
WBGene00000180,arc-1,0.962561181002869,60.407,40.041,0.558
WBGene00000198,art-1,0.962561181002869,125.212,99.113,0.323
WBGene00000210,asg-2,0.962561181002869,44.538,45.041,0.016
WBGene00000464,ceh-44,0.962561181002869,329.885,231.333,0.506
WBGene00000475,cey-4,0.962561181002869,188.298,203.534,-0.105
WBGene00000606,col-17,0.962561181002869,19.191,34.043,-0.754
WBGene00000894,dab-1,0.962561181002869,49.111,37.983,0.333
WBGene00001095,dars-2,0.962561181002869,50.056,48.904,0.004
WBGene00001131,dys-1,0.962561181002869,94.125,81.415,0.192
WBGene00001247,elo-9,0.962561181002869,31.460,30.931,0.070
WBGene00001336,qars-1,0.962561181002869,394.584,424.664,-0.102
WBGene00001439,fkh-7,0.962561181002869,859.243,795.721,0.109
WBGene00001747,gsp-1,0.962561181002869,37.154,40.994,-0.104
WBGene00002028,hst-1,0.962561181002869,27.486,32.420,-0.187
WBGene00002043,hyl-1,0.962561181002869,39.782,45.712,-0.165
WBGene00002207,sid-3,0.962561181002869,206.393,207.941,-0.004
WBGene00002220,gcc-1,0.962561181002869,46.607,67.170,-0.497
WBGene00002247,lam-1,0.962561181002869,39.488,42.510,-0.070
WBGene00002276,lem-3,0.962561181002869,102.051,90.310,0.160
WBGene00002637,let-418,0.962561181002869,680.251,595.370,0.190
WBGene00002717,let-526,0.962561181002869,810.356,784.753,0.044
WBGene00002891,let-767,0.962561181002869,175.473,199.780,-0.179
WBGene00002957,let-858,0.962561181002869,140.194,117.422,0.243
WBGene00003009,lin-23,0.962561181002869,80.096,97.875,-0.271
WBGene00003415,mars-1,0.962561181002869,204.776,171.558,0.247
WBGene00003618,nhr-19,0.962561181002869,133.968,94.590,0.487
WBGene00003632,nhr-42,0.962561181002869,46.510,39.159,0.212
WBGene00003639,nhr-49,0.962561181002869,138.636,112.632,0.287
WBGene00003699,nhr-109,0.962561181002869,54.410,34.874,0.601
WBGene00003723,nhr-133,0.962561181002869,39.745,34.715,0.154
WBGene00003733,nhx-5,0.962561181002869,61.751,48.976,0.305
WBGene00003794,npp-8,0.962561181002869,179.252,171.799,0.053
WBGene00003829,nud-1,0.962561181002869,21.065,31.175,-0.499
WBGene00003928,pas-7,0.962561181002869,19.575,38.987,-0.922
WBGene00003936,pat-12,0.962561181002869,35.018,28.602,0.242
WBGene00004051,parg-1,0.962561181002869,231.597,133.239,0.787
WBGene00004075,pod-1,0.962561181002869,175.124,169.047,0.042
WBGene00004125,mdt-30,0.962561181002869,48.682,29.536,0.673
WBGene00004184,T19D2.2,0.962561181002869,52.351,54.842,-0.040
WBGene00004377,rme-6,0.962561181002869,81.745,46.240,0.791
WBGene00004378,rme-8,0.962561181002869,529.885,560.162,-0.077
WBGene00004945,sop-2,0.962561181002869,63.449,72.784,-0.175
WBGene00005009,spr-4,0.962561181002869,205.295,166.555,0.293
WBGene00005077,src-1,0.962561181002869,107.914,75.987,0.487
WBGene00005271,srh-48,0.962561181002869,47.019,35.534,0.364
WBGene00006406,srgp-1,0.962561181002869,50.965,50.174,0.051
WBGene00006467,magu-2,0.962561181002869,48.361,34.627,0.441
WBGene00006601,tpi-1,0.962561181002869,39.658,24.891,0.615
WBGene00006610,tre-4,0.962561181002869,49.754,43.058,0.175
WBGene00006710,ubc-15,0.962561181002869,41.114,40.283,0.064
WBGene00006720,ubc-25,0.962561181002869,26.602,34.359,-0.316
WBGene00006801,unc-68,0.962561181002869,126.256,66.482,0.904
WBGene00006820,unc-89,0.962561181002869,210.942,133.840,0.646
WBGene00006890,vem-1,0.962561181002869,118.369,176.081,-0.561
WBGene00007013,mdt-8,0.962561181002869,57.259,30.986,0.840
WBGene00007053,chd-7,0.962561181002869,1323.311,1287.120,0.039
WBGene00007103,crm-1,0.962561181002869,27.851,25.523,0.071
WBGene00007352,cdc-48.1,0.962561181002869,355.503,348.519,0.024
WBGene00007372,C06B8.7,0.962561181002869,246.873,268.474,-0.115
WBGene00007405,C07A9.9,0.962561181002869,263.129,270.086,-0.032
WBGene00007464,C08H9.3,0.962561181002869,34.171,34.375,0.033
WBGene00007520,C11E4.6,0.962561181002869,38.740,37.993,0.065
WBGene00007695,C23H4.7,0.962561181002869,148.364,98.076,0.583
WBGene00007753,C27A7.1,0.962561181002869,40.599,31.239,0.333
WBGene00007846,C31E10.5,0.962561181002869,29.845,41.730,-0.436
WBGene00007906,C33G3.6,0.962561181002869,105.237,69.546,0.577
WBGene00007912,C34B7.2,0.962561181002869,54.362,44.227,0.265
WBGene00007921,C34C12.2,0.962561181002869,25.961,38.760,-0.524
WBGene00007922,pph-6,0.962561181002869,39.625,44.067,-0.117
WBGene00008366,tpra-1,0.962561181002869,41.032,51.003,-0.279
WBGene00008441,usp-50,0.962561181002869,55.799,32.487,0.737
WBGene00008451,E01G6.3,0.962561181002869,23.208,33.582,-0.472
WBGene00008572,F08B12.4,0.962561181002869,29.113,31.369,-0.059
WBGene00008806,mboa-7,0.962561181002869,31.252,41.315,-0.357
WBGene00009211,wdr-46,0.962561181002869,86.776,68.677,0.317
WBGene00009336,F32D8.14,0.962561181002869,15.860,30.727,-0.866
WBGene00009674,nucb-1,0.962561181002869,209.843,196.065,0.091
WBGene00009922,F52B5.3,0.962561181002869,36.610,45.936,-0.289
WBGene00010700,nipi-3,0.962561181002869,313.788,281.733,0.150
WBGene00010703,K09A9.6,0.962561181002869,27.878,33.494,-0.214
WBGene00010845,M03C11.8,0.962561181002869,177.466,191.372,-0.101
WBGene00010942,chch-3,0.962561181002869,34.045,35.176,-0.005
WBGene00011045,gpx-2,0.962561181002869,36.913,41.255,-0.122
WBGene00011206,R10E4.11,0.962561181002869,37.798,39.346,-0.020
WBGene00011225,R10H10.7,0.962561181002869,20.537,30.423,-0.498
WBGene00011348,T01H3.2,0.962561181002869,332.221,299.458,0.145
WBGene00011502,vps-53,0.962561181002869,49.223,29.061,0.711
WBGene00011520,nhr-213,0.962561181002869,35.059,35.685,0.015
WBGene00011761,T13H5.8,0.962561181002869,28.817,48.761,-0.710
WBGene00011884,enol-1,0.962561181002869,112.171,138.128,-0.287
WBGene00011917,T22C1.6,0.962561181002869,37.135,35.543,0.023
WBGene00012015,T25B9.9,0.962561181002869,229.110,257.112,-0.160
WBGene00012362,W09D10.4,0.962561181002869,192.815,230.733,-0.252
WBGene00012463,Y17G7B.10,0.962561181002869,267.202,289.716,-0.111
WBGene00012890,lact-9,0.962561181002869,30.365,43.612,-0.476
WBGene00012895,cox-10,0.962561181002869,79.660,48.009,0.701
WBGene00013016,tbc-15,0.962561181002869,14.972,36.158,-1.179
WBGene00013144,Y53C12B.2,0.962561181002869,54.599,32.027,0.725
WBGene00013168,arp-1,0.962561181002869,36.141,35.862,0.051
WBGene00013260,rsr-2,0.962561181002869,59.351,47.804,0.282
WBGene00013350,slr-2,0.962561181002869,26.361,56.579,-1.048
WBGene00013378,emc-3,0.962561181002869,37.089,27.049,0.403
WBGene00013379,Y62E10A.13,0.962561181002869,266.192,266.492,0.004
WBGene00013462,micu-1,0.962561181002869,71.160,69.374,0.016
WBGene00013674,Y105E8A.14,0.962561181002869,48.374,33.687,0.480
WBGene00013680,rpom-1,0.962561181002869,335.408,333.847,0.002
WBGene00013904,ugt-6,0.962561181002869,175.758,182.543,-0.046
WBGene00014012,riok-3,0.962561181002869,51.677,45.520,0.152
WBGene00014075,dhhc-4,0.962561181002869,19.451,27.580,-0.431
WBGene00014078,ZK792.5,0.962561181002869,134.891,124.021,0.110
WBGene00014139,nstp-5,0.962561181002869,26.011,34.149,-0.338
WBGene00014151,vps-15,0.962561181002869,161.124,174.464,-0.106
WBGene00014220,ZK1098.3,0.962561181002869,30.675,26.509,0.157
WBGene00014697,cyp-25A3,0.962561181002869,36.355,38.965,-0.061
WBGene00015061,cpna-2,0.962561181002869,129.866,118.291,0.123
WBGene00015143,B0336.3,0.962561181002869,122.434,157.990,-0.356
WBGene00015203,B0495.2,0.962561181002869,54.169,54.226,0.025
WBGene00015352,C02F5.12,0.962561181002869,136.389,110.456,0.291
WBGene00015524,C06E1.9,0.962561181002869,72.554,59.395,0.265
WBGene00015551,C06G3.5,0.962561181002869,49.062,81.075,-0.696
WBGene00015800,C15H9.4,0.962561181002869,27.500,33.644,-0.239
WBGene00016120,C25H3.11,0.962561181002869,345.961,459.582,-0.406
WBGene00016154,C27A12.2,0.962561181002869,56.841,45.971,0.275
WBGene00016378,imp-3,0.962561181002869,38.160,39.608,-0.016
WBGene00016391,C34B2.6,0.962561181002869,439.621,359.536,0.286
WBGene00016392,sdha-2,0.962561181002869,36.842,41.705,-0.140
WBGene00016418,hpo-27,0.962561181002869,171.476,183.504,-0.089
WBGene00016494,C37A2.8,0.962561181002869,39.562,29.645,0.368
WBGene00016508,C37H5.5,0.962561181002869,188.624,158.382,0.243
WBGene00016540,C39F7.5,0.962561181002869,28.503,25.154,0.124
WBGene00016934,mboa-3,0.962561181002869,134.519,138.835,-0.035
WBGene00016944,uri-1,0.962561181002869,46.312,39.379,0.198
WBGene00017012,acs-22,0.962561181002869,1633.485,1771.873,-0.116
WBGene00017037,D1069.3,0.962561181002869,31.786,32.554,0.010
WBGene00017088,akir-1,0.962561181002869,49.329,34.016,0.494
WBGene00017372,F10G7.9,0.962561181002869,333.407,407.045,-0.284
WBGene00017734,F23C8.5,0.962561181002869,100.904,102.516,-0.009
WBGene00017735,did-2,0.962561181002869,49.358,38.681,0.315
WBGene00017758,F23H11.2,0.962561181002869,54.578,35.362,0.586
WBGene00017984,F32D1.5,0.962561181002869,92.613,138.874,-0.569
WBGene00018013,phf-10,0.962561181002869,37.329,29.077,0.312
WBGene00018159,F37F2.2,0.962561181002869,37.384,29.474,0.295
WBGene00018281,tbc-18,0.962561181002869,33.087,25.485,0.321
WBGene00018374,tag-343,0.962561181002869,365.574,396.674,-0.114
WBGene00018398,sptl-2,0.962561181002869,279.827,256.534,0.120
WBGene00018417,F44E2.3,0.962561181002869,104.751,104.609,0.016
WBGene00018758,F53E10.1,0.962561181002869,25.777,33.543,-0.325
WBGene00018893,wdr-12,0.962561181002869,61.435,27.739,1.096
WBGene00018931,ugt-52,0.962561181002869,21.923,40.205,-0.811
WBGene00018960,F56D1.2,0.962561181002869,54.278,47.444,0.164
WBGene00019403,K05B2.2,0.962561181002869,46.396,37.844,0.256
WBGene00019697,M01B12.4,0.962561181002869,264.462,233.241,0.175
WBGene00019715,M01G5.1,0.962561181002869,79.799,74.431,0.081
WBGene00019778,M57.2,0.962561181002869,41.192,25.969,0.611
WBGene00019820,cogc-8,0.962561181002869,62.439,58.239,0.076
WBGene00019864,ceh-93,0.962561181002869,49.840,30.713,0.652
WBGene00019877,R05D3.2,0.962561181002869,31.545,52.753,-0.697
WBGene00020092,pcf-11,0.962561181002869,24.848,42.649,-0.722
WBGene00020158,T02C5.1,0.962561181002869,1185.052,1210.460,-0.029
WBGene00020172,thoc-1,0.962561181002869,52.074,41.201,0.303
WBGene00020207,T04B8.5,0.962561181002869,162.146,158.441,0.024
WBGene00020258,T05E7.1,0.962561181002869,47.355,44.305,0.064
WBGene00020307,T07D3.4,0.962561181002869,66.166,49.530,0.389
WBGene00020359,math-40,0.962561181002869,49.000,44.509,0.107
WBGene00020366,acdh-10,0.962561181002869,167.383,157.955,0.075
WBGene00020398,T10B11.2,0.962561181002869,38.665,44.052,-0.151
WBGene00020417,nuo-2,0.962561181002869,40.667,40.597,0.038
WBGene00020442,gen-1,0.962561181002869,9.513,36.703,-1.804
WBGene00020557,T19B4.3,0.962561181002869,10.913,35.198,-1.563
WBGene00020572,rund-1,0.962561181002869,10.949,47.949,-2.005
