Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00012953,fbxa-216,0.823718231019975,3.598,4.739,-0.044
WBGene00015236,B0511.11,0.823718231019975,3.252,3.791,0.166
WBGene00017302,F09F7.5,0.823718231019975,3.302,3.916,0.136
WBGene00019993,rbx-2,0.823718231019975,2.276,3.811,-0.219
WBGene00022139,tub-2,0.823718231019975,18.807,21.885,-0.144
WBGene00008386,cdc-5L,0.823965902315967,37.583,42.575,-0.142
WBGene00175030,Y53C12A.10,0.823965902315967,3.972,9.539,-0.940
WBGene00010842,ymel-1,0.82405959850048,55.770,59.641,-0.071
WBGene00000265,brd-1,0.824415829692844,1.696,3.271,-0.279
WBGene00002180,jtr-1,0.824415829692844,1.526,4.153,-0.717
WBGene00006725,ubl-1,0.824415829692844,1353.594,1423.867,-0.072
WBGene00011092,R07B7.8,0.824415829692844,2.430,5.020,-0.549
WBGene00013737,tpst-1,0.824415829692844,29.709,46.360,-0.594
WBGene00015155,B0353.1,0.824415829692844,2.576,3.089,0.211
WBGene00015339,C02E7.6,0.824415829692844,4.496,3.191,0.101
WBGene00016513,C38C3.4,0.824415829692844,15.553,19.337,-0.224
WBGene00018073,F35H10.10,0.824415829692844,3.275,3.170,0.432
WBGene00018703,sec-3,0.824415829692844,12.618,20.758,-0.608
WBGene00021202,Y17G9B.5,0.824415829692844,19.016,21.259,-0.087
WBGene00021871,dml-1,0.824415829692844,2.405,3.994,-0.230
WBGene00043060,R144.12,0.824415829692844,32.796,38.609,-0.192
WBGene00044180,C47E8.11,0.824415829692844,3.429,3.307,0.421
WBGene00018075,tbc-11,0.824739167600441,16.456,29.822,-0.773
WBGene00016792,C49H3.6,0.824865642728071,52.445,62.257,-0.220
WBGene00010302,F59A2.2,0.825094257846572,69.179,91.562,-0.384
WBGene00018076,pifk-1,0.825094257846572,33.480,36.814,-0.094
WBGene00004161,pqn-80,0.826185718466171,123.998,137.932,-0.142
WBGene00008455,E02H1.1,0.82624359554592,11.212,17.238,-0.497
WBGene00014118,ZK858.5,0.82624359554592,18.524,27.777,-0.509
WBGene00020149,T01D1.4,0.82624359554592,1.600,3.337,-0.360
WBGene00022071,Y67D8C.7,0.82624359554592,3.415,3.227,0.452
WBGene00003620,nhr-21,0.826527383384632,22.358,30.637,-0.391
WBGene00012030,T25G3.3,0.826527383384632,28.053,48.099,-0.727
WBGene00007499,C09H10.5,0.82656751252278,17.290,23.463,-0.359
WBGene00016661,C45B2.6,0.827118415334139,15.451,12.981,0.144
WBGene00019873,arrd-26,0.827118415334139,20.915,13.608,0.518
WBGene00006764,unc-27,0.82729108089872,2067.189,2051.771,0.010
WBGene00019786,M70.4,0.82729108089872,12.162,19.478,-0.565
WBGene00020184,uba-5,0.82729108089872,20.999,27.612,-0.328
WBGene00000202,exos-4.2,0.827409486565078,2.208,3.691,-0.202
WBGene00001585,gfl-1,0.827409486565078,2.125,3.700,-0.244
WBGene00002696,let-504,0.827409486565078,30.667,32.919,-0.056
WBGene00006516,vps-16,0.827409486565078,12.699,19.454,-0.506
WBGene00006999,zyx-1,0.827409486565078,867.494,907.106,-0.063
WBGene00007223,C01F6.9,0.827409486565078,27.832,31.683,-0.136
WBGene00017900,F28E10.1,0.827409486565078,2.939,3.491,0.174
WBGene00018237,drd-2,0.827409486565078,2.700,3.973,-0.103
WBGene00020374,T09A12.5,0.827409486565078,2.224,3.383,-0.069
WBGene00021440,Y39A3CL.1,0.827409486565078,14.254,20.358,-0.416
WBGene00000235,baf-1,0.827641981484817,22.219,26.594,-0.196
WBGene00006975,zfp-1,0.827641981484817,149.031,186.250,-0.312
WBGene00004879,smg-1,0.827723598153416,190.893,197.776,-0.044
WBGene00000151,apn-1,0.82831955558497,15.501,16.772,-0.023
WBGene00004319,rbr-2,0.829006808003314,151.919,167.246,-0.129
WBGene00007025,mdt-29,0.829231518819385,15.898,18.356,-0.119
WBGene00004147,larp-5,0.829282434391328,102.542,90.422,0.166
WBGene00017989,nol-10,0.829319565706939,18.916,26.728,-0.424
WBGene00000090,age-1,0.82949451208731,45.591,52.508,-0.172
WBGene00003472,mtk-1,0.829705011948693,83.307,89.985,-0.094
WBGene00011758,T13H5.4,0.829763761013871,23.959,39.983,-0.680
WBGene00020128,R193.2,0.829763761013871,2.677,3.085,0.254
WBGene00001229,eif-3.F,0.830353408447427,57.921,84.003,-0.512
WBGene00015477,attf-4,0.831717008933248,30.400,32.960,-0.070
WBGene00022614,ZC449.4,0.831717008933248,10.868,10.816,0.134
WBGene00004929,soc-2,0.83229389336994,87.290,77.342,0.156
WBGene00004191,prx-1,0.832447308429938,1.857,2.182,0.388
WBGene00007645,C17E4.6,0.832447308429938,62.163,43.280,0.489
WBGene00009007,otub-3,0.832447308429938,10.774,16.128,-0.454
WBGene00009380,F34H10.3,0.832447308429938,10.514,15.771,-0.454
WBGene00010142,F56A8.8,0.832447308429938,1.277,3.566,-0.647
WBGene00012029,T25G3.1,0.832447308429938,2.408,2.941,0.213
WBGene00014222,trpp-3,0.832447308429938,3.066,1.778,0.142
WBGene00015152,B0348.2,0.832447308429938,1.532,1.020,1.312
WBGene00020919,set-19,0.832447308429938,27.964,44.211,-0.610
WBGene00195248,emc-5,0.832447308429938,14.523,15.824,-0.028
WBGene00007775,acd-3,0.83245242052345,7.381,3.894,0.593
WBGene00016898,C53C9.2,0.83245242052345,1.073,5.672,-1.452
WBGene00017397,F12A10.8,0.83245242052345,5.749,9.059,-0.425
WBGene00020058,R13D11.4,0.83245242052345,16.943,14.225,0.154
WBGene00013265,parn-2,0.833999617829334,33.572,36.943,-0.096
WBGene00010272,amph-1,0.834243268376011,45.843,37.746,0.243
WBGene00003799,npp-13,0.835865203127008,34.748,47.995,-0.425
WBGene00007463,vgln-1,0.835865203127008,887.356,906.698,-0.029
WBGene00007405,C07A9.9,0.835978830341031,12.162,13.304,-0.015
WBGene00007999,tag-297,0.835978830341031,4.279,1.792,0.616
WBGene00020163,T02G5.3,0.835978830341031,2.228,2.631,0.295
WBGene00020389,T10B5.3,0.835978830341031,58.991,72.325,-0.270
WBGene00021692,Y48G8AL.15,0.835978830341031,2.173,2.491,0.349
WBGene00000881,cyn-5,0.836789592144059,365.493,412.525,-0.171
WBGene00002207,sid-3,0.836789592144059,22.629,16.097,0.404
WBGene00002994,lin-5,0.836789592144059,26.472,28.318,-0.044
WBGene00004953,spd-2,0.836789592144059,19.091,14.438,0.306
WBGene00015552,C06G3.6,0.836789592144059,31.123,24.553,0.284
WBGene00012714,abce-1,0.838291003142173,70.374,66.620,0.058
WBGene00008922,F17C11.11,0.839274731978167,26.864,36.088,-0.373
WBGene00000815,csn-3,0.839396661373793,18.581,17.533,0.004
WBGene00003835,nxf-2,0.839477104720004,9.667,9.214,0.211
WBGene00011857,T20D3.3,0.841121176614282,83.368,91.557,-0.118
WBGene00002016,hsp-16.2,0.841245854226643,41.875,36.441,0.161
WBGene00002004,hsf-1,0.841639703324102,39.518,55.154,-0.445
WBGene00006797,unc-63,0.842505744622823,61.558,43.208,0.478
WBGene00012126,T28D6.6,0.842936507975813,54.244,69.760,-0.337
WBGene00011835,T19B10.8,0.843508635707838,9.576,15.325,-0.535
WBGene00013598,vps-28,0.843576297646379,7.821,12.642,-0.519
WBGene00009091,F23D12.7,0.844104935325781,7.519,12.000,-0.494
WBGene00009574,F40E10.6,0.844104935325781,71.693,88.660,-0.286
WBGene00016990,vps-37,0.844104935325781,8.369,13.466,-0.523
WBGene00008894,F16H6.4,0.844640880787045,9.672,11.923,-0.160
WBGene00018007,F33D11.10,0.844640880787045,20.165,20.433,0.051
WBGene00022388,Y95B8A.8,0.844640880787045,23.709,23.188,0.092
WBGene00000266,bre-1,0.844838335942642,10.170,11.148,0.003
WBGene00003221,mes-3,0.845034163022186,29.741,42.368,-0.463
WBGene00022092,Y69A2AR.21,0.846159077127519,7.662,13.702,-0.662
WBGene00001510,fzr-1,0.84633339365261,55.723,48.246,0.178
WBGene00021856,Y54F10BM.1,0.846561514556543,7.852,13.095,-0.565
WBGene00195093,Y59E9AL.36,0.846839770004512,8.261,11.308,-0.288
WBGene00001635,gly-10,0.847048681678521,22.853,24.377,-0.031
WBGene00017735,did-2,0.847048681678521,28.536,42.616,-0.529
WBGene00016937,tag-294,0.847066919985688,18.281,25.954,-0.429
WBGene00011871,T20G5.9,0.847127656134831,10.745,7.232,0.384
WBGene00010089,hpo-31,0.847208184401331,6.326,9.247,-0.336
WBGene00019003,F57B10.5,0.847208184401331,14.197,35.443,-1.222
WBGene00021474,dot-1.1,0.847208184401331,86.164,91.910,-0.076
WBGene00044508,nsy-7,0.847298132056647,21.733,21.703,0.067
WBGene00019120,npl-4.1,0.847321054070676,8.542,7.955,0.262
WBGene00001502,ftt-2,0.847539546048818,804.013,840.205,-0.062
WBGene00007001,tufm-2,0.847671516711975,77.958,81.315,-0.042
WBGene00013200,Y54E5A.5,0.848593993966315,42.355,46.835,-0.111
WBGene00020779,T24G10.2,0.8486992574963,21.227,24.124,-0.118
WBGene00013436,Y66D12A.10,0.849277629552842,8.030,7.913,0.191
WBGene00011932,sptl-3,0.849377801730991,17.414,24.609,-0.418
WBGene00013561,Y75B8A.31,0.849574481308166,5.925,8.614,-0.315
WBGene00010639,K07F5.15,0.849750676154932,47.326,58.153,-0.267
WBGene00021636,pcaf-1,0.849857276200017,10.437,10.456,0.129
WBGene00020036,R12E2.11,0.850032273046943,23.257,24.011,0.015
WBGene00022865,ufbp-1,0.850032273046943,46.104,51.481,-0.128
WBGene00000462,ceh-41,0.850142317291436,21.599,23.314,-0.045
WBGene00004187,prp-8,0.850142317291436,244.606,273.097,-0.153
WBGene00004265,qui-1,0.850142317291436,6.294,11.240,-0.624
WBGene00007216,C01A2.4,0.850142317291436,7.887,6.855,0.006
WBGene00044500,T19E7.6,0.850142317291436,7.462,10.997,-0.378
WBGene00007284,C03H12.1,0.850187193605381,14.635,23.629,-0.596
WBGene00011507,T05H10.1,0.850187193605381,81.214,85.699,-0.060
WBGene00003183,mei-1,0.850229022639727,10.190,7.303,0.295
WBGene00021332,Y34D9A.7,0.850229022639727,7.255,8.637,-0.065
WBGene00001085,dpy-26,0.850491313147141,54.792,68.819,-0.303
WBGene00003417,mrt-2,0.850491313147141,7.989,5.388,0.323
WBGene00011014,hpo-30,0.850491313147141,16.829,12.949,0.271
WBGene00019005,F57B10.8,0.850491313147141,24.500,31.121,-0.287
WBGene00044061,tbc-12,0.850491313147141,34.543,44.235,-0.316
WBGene00000159,aps-1,0.850491480158404,7.840,6.403,0.083
WBGene00001583,gfi-3,0.850491480158404,4.774,9.004,-0.641
WBGene00016452,C35D10.17,0.850491480158404,8.850,7.485,0.061
WBGene00000236,bag-1,0.850670964156867,6.746,6.251,0.309
WBGene00017886,F28B3.5,0.850670964156867,7.588,8.195,0.068
WBGene00018216,F40A3.1,0.850670964156867,9.983,4.279,0.919
WBGene00019048,F58E2.4,0.850670964156867,5.369,8.293,-0.381
WBGene00008133,efsc-1,0.851350007967635,7.032,6.535,0.298
WBGene00003142,mau-8,0.851746779333479,16.707,19.426,-0.134
WBGene00003611,nhr-12,0.851746779333479,23.546,25.808,-0.072
WBGene00009010,F21D5.5,0.851746779333479,18.885,30.087,-0.597
WBGene00009112,tag-353,0.851746779333479,29.257,40.355,-0.415
WBGene00010704,K09A11.1,0.851746779333479,9.319,6.254,0.361
WBGene00011016,R04F11.3,0.851746779333479,20.818,28.679,-0.394
WBGene00011625,vps-39,0.851746779333479,21.163,28.546,-0.365
WBGene00018854,nlf-1,0.851746779333479,41.430,54.972,-0.374
WBGene00018967,ddx-15,0.851746779333479,40.696,50.950,-0.289
WBGene00021442,Y39A3CL.4,0.851746779333479,6.324,5.510,0.411
WBGene00021697,gcn-1,0.851746779333479,242.319,269.262,-0.146
WBGene00021756,Y50D7A.8,0.851746779333479,26.762,31.052,-0.162
WBGene00010846,M04B2.2,0.851917047908398,7.746,5.216,0.317
WBGene00013196,tbc-20,0.851917047908398,6.215,7.564,-0.068
WBGene00021423,tftc-1,0.852468259257875,93.771,104.770,-0.145
WBGene00001335,erp-1,0.852605866606572,9.035,4.089,0.828
WBGene00000035,ace-1,0.852826410666339,138.435,141.369,-0.020
WBGene00010421,slc-36.4,0.852826410666339,25.383,19.712,0.293
WBGene00011116,pdcd-2,0.852826410666339,50.484,66.148,-0.362
WBGene00015164,ykt-6,0.852986680336305,15.545,13.227,0.128
WBGene00016203,tag-250,0.852986680336305,22.524,21.001,0.034
WBGene00021923,Y55F3AM.5,0.852986680336305,5.542,6.332,0.047
WBGene00009976,swan-2,0.852998601035583,119.200,123.884,-0.044
WBGene00006683,twk-31,0.853306689540444,215.036,232.071,-0.103
WBGene00009966,F53B7.3,0.853347715784101,14.944,17.569,-0.140
WBGene00013666,Y105E8A.1,0.853347715784101,19.835,15.937,0.228
WBGene00020348,mrpl-23,0.853347715784101,26.463,17.876,0.487
WBGene00021346,Y37E3.1,0.853347715784101,18.385,14.972,0.203
WBGene00006391,taf-9,0.853743313234163,7.104,4.733,0.309
WBGene00007855,C31H5.4,0.853743313234163,5.112,5.300,0.206
WBGene00003002,lin-13,0.853886664728357,234.411,242.878,-0.045
WBGene00006393,taf-11.1,0.854362476627599,6.435,6.532,0.187
WBGene00006527,tax-6,0.854362476627599,250.902,290.670,-0.207
WBGene00011633,T09A5.4,0.854362476627599,6.873,4.515,0.318
WBGene00007577,nrde-1,0.855071957146908,30.374,25.758,0.183
WBGene00016041,C24A11.2,0.855448420680815,11.130,8.640,0.207
WBGene00019678,K12H4.3,0.855655478198834,25.600,39.693,-0.577
WBGene00000514,ckb-4,0.855743254060593,6.240,4.760,0.115
WBGene00002140,inx-18,0.855743254060593,57.114,75.405,-0.376
WBGene00006407,lim-9,0.855743254060593,268.472,304.445,-0.176
WBGene00006710,ubc-15,0.855743254060593,6.849,4.260,0.381
WBGene00010307,skat-1,0.855743254060593,4.969,3.441,0.162
WBGene00006647,tsr-1,0.856200505399791,38.791,48.616,-0.289
WBGene00008691,mff-1,0.856522299907933,13.180,10.486,0.198
WBGene00015884,C17B7.10,0.856522299907933,8.537,17.906,-0.909
WBGene00015188,B0432.7,0.856557643612104,2.296,6.260,-0.925
WBGene00003584,ndx-7,0.856583271715003,11.710,18.106,-0.510
WBGene00012602,Y38E10A.24,0.856583271715003,31.212,26.250,0.196
WBGene00000779,cpn-3,0.857313715574663,1244.797,1309.120,-0.072
WBGene00015507,C06A6.2,0.857313715574663,30.497,23.520,0.315
WBGene00010044,F54C9.9,0.857780674673728,46.578,76.724,-0.689
WBGene00003677,nhr-87,0.857936668338187,12.697,18.554,-0.438
WBGene00003851,odr-4,0.857936668338187,12.953,17.459,-0.323
WBGene00007616,rpoa-12,0.858771938199947,12.409,13.632,-0.024
WBGene00012803,Y43F4B.5,0.858771938199947,12.342,16.632,-0.318
WBGene00004390,rnp-7,0.858923733798594,107.882,102.697,0.057
WBGene00007403,set-3,0.858923733798594,12.842,13.715,0.013
WBGene00008147,C47E12.2,0.858923733798594,22.788,32.880,-0.467
WBGene00017085,E01A2.2,0.858923733798594,33.628,36.389,-0.072
WBGene00018316,F41H10.3,0.858923733798594,51.910,65.511,-0.308
WBGene00022069,eel-1,0.858923733798594,526.828,559.385,-0.084
WBGene00023416,spi-1,0.858923733798594,6.298,5.631,0.374
WBGene00014219,ZK1098.2,0.859347809030955,11.729,14.963,-0.233
WBGene00006512,abcf-1,0.859598482795288,138.016,152.664,-0.135
WBGene00005642,srp-1,0.859670401125662,12.342,16.217,-0.281
WBGene00008082,com-1,0.859819285876677,3.068,5.921,-0.542
WBGene00012370,W09G3.7,0.859819285876677,6.483,4.871,0.143
WBGene00022310,Y77E11A.7,0.859819285876677,20.913,11.605,0.730
WBGene00021391,smut-1,0.860359719709862,11.430,16.587,-0.416
WBGene00009140,F26A3.1,0.860551923863065,25.333,23.020,0.077
WBGene00001865,him-6,0.861301609393317,4.398,5.005,0.109
WBGene00003618,nhr-19,0.862774182418696,127.391,141.820,-0.144
WBGene00018638,F49E8.7,0.862875941912255,25.056,27.622,-0.084
WBGene00001025,dnj-7,0.863955533524652,56.529,96.677,-0.749
WBGene00020824,T26A8.1,0.863955533524652,27.565,46.039,-0.689
WBGene00000993,dhs-30,0.864228567546941,55.312,35.411,0.603
WBGene00003022,lin-37,0.864535286462736,4.181,3.863,0.423
WBGene00017078,D2096.11,0.864535286462736,4.786,4.235,0.450
WBGene00010736,istr-1,0.864695646401669,25.722,28.217,-0.079
WBGene00022300,Y76B12C.6,0.864695646401669,32.059,25.811,0.258
WBGene00001572,gei-15,0.865308949516141,279.893,329.208,-0.229
WBGene00006755,unc-16,0.865308949516141,163.821,151.283,0.105
WBGene00016837,C50F2.3,0.865468454072166,24.667,20.562,0.194
WBGene00019544,miro-1,0.865468454072166,31.274,34.736,-0.106
WBGene00001461,flp-18,0.865711121084226,7.116,2.625,0.973
WBGene00020037,mrps-6,0.865711121084226,25.872,24.093,0.044
WBGene00004235,ptr-21,0.865996629989245,23.194,26.864,-0.151
WBGene00014015,panl-3,0.86782406610272,32.262,37.831,-0.186
WBGene00021191,Y14H12B.1,0.86782406610272,3.723,5.159,-0.127
WBGene00016964,C56C10.7,0.868314404621466,9.250,14.503,-0.501
WBGene00001233,eif-3.K,0.868542418708567,41.747,47.647,-0.157
WBGene00007093,B0001.8,0.868609000972187,18.769,17.221,0.043
WBGene00000936,dbl-1,0.868617893580911,53.386,88.921,-0.709
WBGene00011028,R05D7.3,0.869695935059532,36.094,45.366,-0.290
WBGene00013984,ZK512.4,0.869695935059532,6.048,1.540,1.251
WBGene00000161,apa-2,0.869887872895759,19.868,23.014,-0.141
WBGene00010420,mcrs-1,0.870067279556401,27.448,23.837,0.144
WBGene00001596,gld-2,0.870266943589322,146.753,166.998,-0.177
WBGene00002061,ife-3,0.870266943589322,24.315,17.369,0.405
WBGene00003172,mec-8,0.870266943589322,16.112,17.816,-0.058
WBGene00004286,rab-39,0.870266943589322,25.507,20.824,0.225
WBGene00004738,scc-3,0.870266943589322,20.442,25.999,-0.278
WBGene00007950,C35A5.6,0.870266943589322,8.185,17.518,-0.932
WBGene00013167,Y53F4B.21,0.870266943589322,24.677,26.289,-0.034
WBGene00018405,F44A2.5,0.870266943589322,96.600,119.068,-0.287
WBGene00019157,H05C05.1,0.870266943589322,17.965,25.166,-0.408
WBGene00021683,Y48G1C.10,0.870266943589322,24.832,25.876,-0.002
WBGene00009009,F21D5.4,0.870561600123507,2.542,2.328,0.605
WBGene00015075,B0238.11,0.870561600123507,15.939,26.209,-0.630
WBGene00001864,him-5,0.870918260733891,24.738,23.421,0.019
WBGene00004085,pph-4.1,0.870918260733891,30.068,22.373,0.363
WBGene00005021,sqv-3,0.870918260733891,12.538,12.156,0.155
WBGene00009511,F37H8.2,0.870918260733891,8.970,12.395,-0.314
WBGene00022393,abhd-12,0.870918260733891,15.424,23.301,-0.505
WBGene00001951,hlh-4,0.871073890076428,17.524,16.330,0.016
WBGene00003144,max-2,0.871073890076428,60.399,94.836,-0.627
WBGene00003253,mig-22,0.871073890076428,56.547,78.493,-0.448
WBGene00003254,mig-23,0.871073890076428,26.107,27.188,-0.004
WBGene00004782,set-2,0.871073890076428,79.586,87.210,-0.114
WBGene00004981,spl-1,0.871073890076428,12.532,21.389,-0.660
WBGene00007718,otub-1,0.871073890076428,5.964,15.156,-1.122
WBGene00008654,F10F2.2,0.871073890076428,5.028,3.075,0.303
WBGene00014083,ZK795.3,0.871073890076428,7.738,14.242,-0.705
WBGene00015160,B0361.6,0.871073890076428,14.313,18.773,-0.294
WBGene00015703,C11D2.7,0.871073890076428,21.840,21.396,0.094
WBGene00016454,C35E7.2,0.871073890076428,5.852,1.989,0.969
WBGene00019075,F59A3.2,0.871073890076428,10.887,8.943,0.131
WBGene00022347,Y82E9BR.14,0.871073890076428,33.760,30.687,0.091
WBGene00015641,C09E7.7,0.871124439992149,25.076,27.154,-0.058
WBGene00008426,D2045.9,0.87154747882167,93.876,121.866,-0.361
WBGene00012434,Y11D7A.10,0.87154747882167,25.798,20.496,0.263
WBGene00016741,C48B6.3,0.87154747882167,11.403,11.410,0.120
WBGene00010890,ddb-1,0.87175243536078,31.470,35.352,-0.123
WBGene00015282,C01B10.8,0.87175243536078,46.294,45.234,0.002
WBGene00022697,cyy-1,0.87175243536078,44.873,44.406,0.047
WBGene00003056,lon-2,0.871841709289971,3.343,11.477,-1.402
WBGene00011271,flad-1,0.871841709289971,15.479,20.513,-0.316
WBGene00011451,T04H1.5,0.871841709289971,1.481,5.092,-1.038
WBGene00015249,otub-4,0.871841709289971,29.668,29.457,0.058
WBGene00015308,C01G5.6,0.871841709289971,9.979,9.440,0.218
WBGene00016020,sptl-1,0.871841709289971,38.810,49.636,-0.318
WBGene00018781,F54A3.2,0.871841709289971,13.684,21.844,-0.573
WBGene00019940,npp-21,0.871841709289971,103.660,126.502,-0.273
WBGene00021248,Y22D7AL.10,0.871841709289971,162.586,165.552,-0.017
WBGene00021305,zig-11,0.871841709289971,29.115,23.452,0.252
WBGene00022015,Y61A9LA.3,0.871841709289971,71.185,63.527,0.142
WBGene00000040,aco-1,0.872053666302158,11.770,13.097,-0.036
WBGene00001001,dis-3,0.872053666302158,31.751,45.897,-0.487
WBGene00001955,hlh-11,0.872053666302158,229.889,232.050,-0.007
WBGene00007088,B0001.3,0.872053666302158,26.572,27.534,0.002
WBGene00007602,C15C6.3,0.872053666302158,21.119,27.291,-0.303
WBGene00008683,repo-1,0.872053666302158,10.526,16.849,-0.548
WBGene00009784,F46C5.9,0.872053666302158,26.849,42.059,-0.595
WBGene00012576,Y37H9A.1,0.872053666302158,8.529,11.246,-0.239
WBGene00012739,Y40B1B.7,0.872053666302158,23.163,27.775,-0.201
WBGene00014938,mdt-9,0.872053666302158,8.764,9.491,0.041
WBGene00015009,B0041.5,0.872053666302158,12.609,20.232,-0.572
WBGene00018072,nprl-3,0.872053666302158,5.726,11.337,-0.753
WBGene00018346,F42C5.4,0.872053666302158,8.492,6.711,0.139
WBGene00018786,hmbx-1,0.872053666302158,12.858,11.403,0.052
WBGene00018814,F54D11.4,0.872053666302158,8.249,13.928,-0.591
WBGene00000396,cdh-4,0.872058452459858,15.419,15.725,0.062
WBGene00001823,hap-1,0.872058452459858,8.416,11.968,-0.346
WBGene00002072,ima-1,0.872058452459858,7.166,10.266,-0.330
WBGene00003787,npp-1,0.872058452459858,11.918,10.727,0.023
WBGene00004458,rpn-1,0.872058452459858,99.316,114.923,-0.196
WBGene00004754,sec-23,0.872058452459858,40.150,54.858,-0.415
WBGene00005008,spr-3,0.872058452459858,9.412,12.529,-0.267
WBGene00006472,tag-123,0.872058452459858,47.069,67.557,-0.491
WBGene00006732,uev-3,0.872058452459858,8.220,8.755,0.075
WBGene00006869,vab-2,0.872058452459858,14.079,13.788,0.129
WBGene00008348,C56G7.3,0.872058452459858,6.004,10.246,-0.549
WBGene00009116,snx-27,0.872058452459858,10.470,10.564,0.119
WBGene00009553,hinf-1,0.872058452459858,6.467,7.754,-0.054
WBGene00009586,F40F9.10,0.872058452459858,50.781,58.799,-0.183
WBGene00010465,K01D12.6,0.872058452459858,18.710,31.113,-0.659
WBGene00010677,gtbp-1,0.872058452459858,167.161,174.287,-0.052
WBGene00010806,M01E5.3,0.872058452459858,87.067,80.371,0.098
WBGene00012459,Y17G7B.3,0.872058452459858,12.261,10.805,0.055
WBGene00013151,nsun-5,0.872058452459858,11.079,14.012,-0.214
WBGene00013156,Y53F4B.9,0.872058452459858,8.753,7.154,0.102
WBGene00013219,Y54G11A.11,0.872058452459858,8.683,5.838,0.345
WBGene00013228,Y56A3A.7,0.872058452459858,69.548,76.102,-0.109
WBGene00013605,Y95D11A.1,0.872058452459858,7.784,7.610,0.207
WBGene00013674,Y105E8A.14,0.872058452459858,14.778,15.282,0.046
WBGene00014018,ZK632.11,0.872058452459858,9.349,12.540,-0.277
WBGene00015283,C01B10.9,0.872058452459858,32.929,40.254,-0.247
WBGene00015512,mthf-1,0.872058452459858,8.172,9.913,-0.112
WBGene00015741,C13F10.1,0.872058452459858,7.101,10.494,-0.373
WBGene00016506,abhd-5.1,0.872058452459858,4.267,2.941,0.115
WBGene00018193,F39C12.1,0.872058452459858,247.090,292.811,-0.239
WBGene00019691,K12H6.12,0.872058452459858,4.990,11.026,-0.880
WBGene00019844,abts-4,0.872058452459858,3.404,2.778,0.665
WBGene00020375,pigv-1,0.872058452459858,7.007,8.947,-0.160
WBGene00021103,eri-3,0.872058452459858,10.896,10.827,0.136
WBGene00021323,Y34B4A.7,0.872058452459858,63.530,66.186,-0.037
WBGene00022174,Y71H2AM.9,0.872058452459858,26.171,26.664,0.027
WBGene00022396,Y97E10AR.1,0.872058452459858,11.662,10.346,0.040
WBGene00000143,apc-2,0.872087686635512,10.550,8.409,0.165
WBGene00000837,cul-2,0.872087686635512,38.199,46.632,-0.251
WBGene00000876,cyl-1,0.872087686635512,70.117,58.509,0.237
WBGene00001526,gck-1,0.872087686635512,9.076,11.508,-0.192
WBGene00003733,nhx-5,0.872087686635512,4.493,8.773,-0.675
WBGene00008219,C50B6.3,0.872087686635512,10.544,8.597,0.136
WBGene00009722,F45D3.2,0.872087686635512,43.340,31.734,0.405
WBGene00010744,K10D6.4,0.872087686635512,11.236,12.003,0.028
WBGene00010975,R01H10.7,0.872087686635512,21.850,28.009,-0.294
WBGene00012867,seld-1,0.872087686635512,4.414,7.657,-0.500
WBGene00013332,Y57G11C.43,0.872087686635512,8.360,11.337,-0.276
WBGene00015007,ain-2,0.872087686635512,103.604,128.392,-0.296
WBGene00016575,C41H7.5,0.872087686635512,6.128,7.661,-0.104
WBGene00017328,F10C5.2,0.872087686635512,9.226,11.754,-0.201
WBGene00019196,H14A12.3,0.872087686635512,8.888,8.173,0.275
WBGene00019522,K08B12.3,0.872087686635512,7.334,7.127,0.226
WBGene00019607,K10B2.4,0.872087686635512,9.880,7.935,0.145
WBGene00020558,T19B4.5,0.872087686635512,5.172,7.362,-0.254
WBGene00020842,T27A3.6,0.872087686635512,3.637,7.662,-0.725
WBGene00021367,Y37E11AM.3,0.872087686635512,15.185,30.753,-0.926
WBGene00021401,prdx-6,0.872087686635512,13.227,17.665,-0.312
WBGene00021771,Y51F10.10,0.872087686635512,9.113,9.430,0.101
WBGene00022499,set-30,0.872087686635512,396.236,435.054,-0.131
WBGene00044648,R144.13,0.872087686635512,7.677,7.195,0.270
WBGene00003010,lin-24,0.872222937435725,11.617,7.185,0.505
WBGene00017355,F10E9.3,0.872222937435725,10.019,9.005,0.002
WBGene00012556,mrps-10,0.872403470456697,5.435,6.477,-0.009
WBGene00007789,C28A5.2,0.872594893216816,2.984,2.571,0.632
WBGene00011035,snrp-27,0.873763043688755,4.249,6.732,-0.359
WBGene00009957,F53B2.8,0.87390289133948,7.530,7.064,0.272
WBGene00007593,C14H10.3,0.87419868895788,4.287,7.069,-0.419
WBGene00014226,ZK1098.11,0.87419868895788,6.539,6.833,0.142
WBGene00020383,tin-44,0.874674508907341,89.237,85.684,0.042
WBGene00001061,dpl-1,0.874700994429915,7.842,8.729,0.019
WBGene00007105,B0035.1,0.874700994429915,23.524,28.141,-0.199
WBGene00007193,B0491.6,0.874700994429915,5.170,5.015,0.299
WBGene00009732,cope-1,0.874700994429915,14.251,35.230,-1.208
WBGene00011774,ttr-54,0.874700994429915,6.905,9.966,-0.334
WBGene00022278,rcor-1,0.874700994429915,23.933,35.605,-0.514
WBGene00007969,acs-19,0.874883412043831,44.790,44.157,0.052
WBGene00019907,R05H11.1,0.874883412043831,9.586,7.314,0.205
